coach_id,journey_id,coach_number,coach_type,class_code,seat_capacity
CO000520,J000050,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO000521,J000051,C1,CHAIR_CAR,CC,78
CO000522,J000051,C2,CHAIR_CAR,CC,78
CO000523,J000051,C3,CHAIR_CAR,CC,78
CO000524,J000051,C4,CHAIR_CAR,CC,78
CO000525,J000051,C5,CHAIR_CAR,CC,78
CO000526,J000051,C6,CHAIR_CAR,CC,78
CO000527,J000051,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO000528,J000051,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO000529,J000052,C1,CHAIR_CAR,CC,78
CO000530,J000052,C2,CHAIR_CAR,CC,78
CO000531,J000052,C3,CHAIR_CAR,CC,78
CO000532,J000052,C4,CHAIR_CAR,CC,78
CO000533,J000052,C5,CHAIR_CAR,CC,78
CO000534,J000052,C6,CHAIR_CAR,CC,78
CO000535,J000052,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO000536,J000052,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO000537,J000053,C1,CHAIR_CAR,CC,78
CO000538,J000053,C2,CHAIR_CAR,CC,78
CO000539,J000053,C3,CHAIR_CAR,CC,78
CO000540,J000053,C4,CHAIR_CAR,CC,78
CO000541,J000053,C5,CHAIR_CAR,CC,78
CO000542,J000053,C6,CHAIR_CAR,CC,78
CO000543,J000053,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO000544,J000053,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO000545,J000054,C1,CHAIR_CAR,CC,78
CO000546,J000054,C2,CHAIR_CAR,CC,78
CO000547,J000054,C3,CHAIR_CAR,CC,78
CO000548,J000054,C4,CHAIR_CAR,CC,78
CO000549,J000054,C5,CHAIR_CAR,CC,78
CO000550,J000054,C6,CHAIR_CAR,CC,78
CO000551,J000054,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO000552,J000054,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO000553,J000055,B1,AC_THREE_TIER,3A,64
CO000554,J000055,B2,AC_THREE_TIER,3A,64
CO000555,J000055,B3,AC_THREE_TIER,3A,64
CO000556,J000055,B4,AC_THREE_TIER,3A,64
CO000557,J000055,A1,AC_TWO_TIER,2A,48
CO000558,J000055,A2,AC_TWO_TIER,2A,48
CO000559,J000055,S1,SLEEPER,SL,72
CO000560,J000055,S2,SLEEPER,SL,72
CO000561,J000055,S3,SLEEPER,SL,72
CO000562,J000055,S4,SLEEPER,SL,72
CO000563,J000055,S5,SLEEPER,SL,72
CO000564,J000056,B1,AC_THREE_TIER,3A,64
CO000565,J000056,B2,AC_THREE_TIER,3A,64
CO000566,J000056,B3,AC_THREE_TIER,3A,64
CO000567,J000056,B4,AC_THREE_TIER,3A,64
CO000568,J000056,A1,AC_TWO_TIER,2A,48
CO000569,J000056,A2,AC_TWO_TIER,2A,48
CO000570,J000056,S1,SLEEPER,SL,72
CO000571,J000056,S2,SLEEPER,SL,72
CO000572,J000056,S3,SLEEPER,SL,72
CO000573,J000056,S4,SLEEPER,SL,72
CO000574,J000056,S5,SLEEPER,SL,72
CO000575,J000057,B1,AC_THREE_TIER,3A,64
CO000576,J000057,B2,AC_THREE_TIER,3A,64
CO000577,J000057,B3,AC_THREE_TIER,3A,64
CO000578,J000057,B4,AC_THREE_TIER,3A,64
CO000579,J000057,A1,AC_TWO_TIER,2A,48
CO000580,J000057,A2,AC_TWO_TIER,2A,48
CO000581,J000057,S1,SLEEPER,SL,72
CO000582,J000057,S2,SLEEPER,SL,72
CO000583,J000057,S3,SLEEPER,SL,72
CO000584,J000057,S4,SLEEPER,SL,72
CO000585,J000057,S5,SLEEPER,SL,72
CO000586,J000058,B1,AC_THREE_TIER,3A,64
CO000587,J000058,B2,AC_THREE_TIER,3A,64
CO000588,J000058,B3,AC_THREE_TIER,3A,64
CO000589,J000058,B4,AC_THREE_TIER,3A,64
CO000590,J000058,A1,AC_TWO_TIER,2A,48
CO000591,J000058,A2,AC_TWO_TIER,2A,48
CO000592,J000058,S1,SLEEPER,SL,72
CO000593,J000058,S2,SLEEPER,SL,72
CO000594,J000058,S3,SLEEPER,SL,72
CO000595,J000058,S4,SLEEPER,SL,72
CO000596,J000058,S5,SLEEPER,SL,72
CO000597,J000059,B1,AC_THREE_TIER,3A,64
CO000598,J000059,B2,AC_THREE_TIER,3A,64
CO000599,J000059,B3,AC_THREE_TIER,3A,64
CO000600,J000059,B4,AC_THREE_TIER,3A,64
CO000601,J000059,A1,AC_TWO_TIER,2A,48
CO000602,J000059,A2,AC_TWO_TIER,2A,48
CO000603,J000059,S1,SLEEPER,SL,72
CO000604,J000059,S2,SLEEPER,SL,72
CO000605,J000059,S3,SLEEPER,SL,72
CO000606,J000059,S4,SLEEPER,SL,72
CO000607,J000059,S5,SLEEPER,SL,72
CO000608,J000060,B1,AC_THREE_TIER,3A,64
CO000609,J000060,B2,AC_THREE_TIER,3A,64
CO000610,J000060,B3,AC_THREE_TIER,3A,64
CO000611,J000060,B4,AC_THREE_TIER,3A,64
CO000612,J000060,A1,AC_TWO_TIER,2A,48
CO000613,J000060,A2,AC_TWO_TIER,2A,48
CO000614,J000060,S1,SLEEPER,SL,72
CO000615,J000060,S2,SLEEPER,SL,72
CO000616,J000060,S3,SLEEPER,SL,72
CO000617,J000060,S4,SLEEPER,SL,72
CO000618,J000060,S5,SLEEPER,SL,72
CO000619,J000061,B1,AC_THREE_TIER,3A,64
CO000620,J000061,B2,AC_THREE_TIER,3A,64
CO000621,J000061,B3,AC_THREE_TIER,3A,64
CO000622,J000061,B4,AC_THREE_TIER,3A,64
CO000623,J000061,B5,AC_THREE_TIER,3A,64
CO000624,J000061,B6,AC_THREE_TIER,3A,64
CO000625,J000061,A1,AC_TWO_TIER,2A,48
CO000626,J000061,A2,AC_TWO_TIER,2A,48
CO000627,J000061,A3,AC_TWO_TIER,2A,48
CO000628,J000061,S1,SLEEPER,SL,72
CO000629,J000061,S2,SLEEPER,SL,72
CO000630,J000062,B1,AC_THREE_TIER,3A,64
CO000631,J000062,B2,AC_THREE_TIER,3A,64
CO000632,J000062,B3,AC_THREE_TIER,3A,64
CO000633,J000062,B4,AC_THREE_TIER,3A,64
CO000634,J000062,B5,AC_THREE_TIER,3A,64
CO000635,J000062,B6,AC_THREE_TIER,3A,64
CO000636,J000062,A1,AC_TWO_TIER,2A,48
CO000637,J000062,A2,AC_TWO_TIER,2A,48
CO000638,J000062,A3,AC_TWO_TIER,2A,48
CO000639,J000062,S1,SLEEPER,SL,72
CO000640,J000062,S2,SLEEPER,SL,72
CO000641,J000063,B1,AC_THREE_TIER,3A,64
CO000642,J000063,B2,AC_THREE_TIER,3A,64
CO000643,J000063,B3,AC_THREE_TIER,3A,64
CO000644,J000063,B4,AC_THREE_TIER,3A,64
CO000645,J000063,B5,AC_THREE_TIER,3A,64
CO000646,J000063,B6,AC_THREE_TIER,3A,64
CO000647,J000063,A1,AC_TWO_TIER,2A,48
CO000648,J000063,A2,AC_TWO_TIER,2A,48
CO000649,J000063,A3,AC_TWO_TIER,2A,48
CO000650,J000063,S1,SLEEPER,SL,72
CO000651,J000063,S2,SLEEPER,SL,72
CO000652,J000064,B1,AC_THREE_TIER,3A,64
CO000653,J000064,B2,AC_THREE_TIER,3A,64
CO000654,J000064,B3,AC_THREE_TIER,3A,64
CO000655,J000064,B4,AC_THREE_TIER,3A,64
CO000656,J000064,B5,AC_THREE_TIER,3A,64
CO000657,J000064,B6,AC_THREE_TIER,3A,64
CO000658,J000064,A1,AC_TWO_TIER,2A,48
CO000659,J000064,A2,AC_TWO_TIER,2A,48
CO000660,J000064,A3,AC_TWO_TIER,2A,48
CO000661,J000064,S1,SLEEPER,SL,72
CO000662,J000064,S2,SLEEPER,SL,72
CO000663,J000065,B1,AC_THREE_TIER,3A,64
CO000664,J000065,B2,AC_THREE_TIER,3A,64
CO000665,J000065,B3,AC_THREE_TIER,3A,64
CO000666,J000065,B4,AC_THREE_TIER,3A,64
CO000667,J000065,B5,AC_THREE_TIER,3A,64
CO000668,J000065,B6,AC_THREE_TIER,3A,64
CO000669,J000065,A1,AC_TWO_TIER,2A,48
CO000670,J000065,A2,AC_TWO_TIER,2A,48
CO000671,J000065,A3,AC_TWO_TIER,2A,48
CO000672,J000065,S1,SLEEPER,SL,72
CO000673,J000065,S2,SLEEPER,SL,72
CO000674,J000066,B1,AC_THREE_TIER,3A,64
CO000675,J000066,B2,AC_THREE_TIER,3A,64
CO000676,J000066,B3,AC_THREE_TIER,3A,64
CO000677,J000066,B4,AC_THREE_TIER,3A,64
CO000678,J000066,B5,AC_THREE_TIER,3A,64
CO000679,J000066,B6,AC_THREE_TIER,3A,64
CO000680,J000066,A1,AC_TWO_TIER,2A,48
CO000681,J000066,A2,AC_TWO_TIER,2A,48
CO000682,J000066,A3,AC_TWO_TIER,2A,48
CO000683,J000066,S1,SLEEPER,SL,72
CO000684,J000066,S2,SLEEPER,SL,72
CO000685,J000067,S1,SLEEPER,SL,72
CO000686,J000067,S2,SLEEPER,SL,72
CO000687,J000067,S3,SLEEPER,SL,72
CO000688,J000067,S4,SLEEPER,SL,72
CO000689,J000067,S5,SLEEPER,SL,72
CO000690,J000067,S6,SLEEPER,SL,72
CO000691,J000067,S7,SLEEPER,SL,72
CO000692,J000067,S8,SLEEPER,SL,72
CO000693,J000067,B1,AC_THREE_TIER,3A,64
CO000694,J000067,B2,AC_THREE_TIER,3A,64
CO000695,J000067,B3,AC_THREE_TIER,3A,64
CO000696,J000067,B4,AC_THREE_TIER,3A,64
CO000697,J000067,A1,AC_TWO_TIER,2A,48
CO000698,J000068,S1,SLEEPER,SL,72
CO000699,J000068,S2,SLEEPER,SL,72
CO000700,J000068,S3,SLEEPER,SL,72
CO000701,J000068,S4,SLEEPER,SL,72
CO000702,J000068,S5,SLEEPER,SL,72
CO000703,J000068,S6,SLEEPER,SL,72
CO000704,J000068,S7,SLEEPER,SL,72
CO000705,J000068,S8,SLEEPER,SL,72
CO000706,J000068,B1,AC_THREE_TIER,3A,64
CO000707,J000068,B2,AC_THREE_TIER,3A,64
CO000708,J000068,B3,AC_THREE_TIER,3A,64
CO000709,J000068,B4,AC_THREE_TIER,3A,64
CO000710,J000068,A1,AC_TWO_TIER,2A,48
CO000711,J000069,S1,SLEEPER,SL,72
CO000712,J000069,S2,SLEEPER,SL,72
CO000713,J000069,S3,SLEEPER,SL,72
CO000714,J000069,S4,SLEEPER,SL,72
CO000715,J000069,S5,SLEEPER,SL,72
CO000716,J000069,S6,SLEEPER,SL,72
CO000717,J000069,S7,SLEEPER,SL,72
CO000718,J000069,S8,SLEEPER,SL,72
CO000719,J000069,B1,AC_THREE_TIER,3A,64
CO000720,J000069,B2,AC_THREE_TIER,3A,64
CO000721,J000069,B3,AC_THREE_TIER,3A,64
CO000722,J000069,B4,AC_THREE_TIER,3A,64
CO000723,J000069,A1,AC_TWO_TIER,2A,48
CO000724,J000070,S1,SLEEPER,SL,72
CO000725,J000070,S2,SLEEPER,SL,72
CO000726,J000070,S3,SLEEPER,SL,72
CO000727,J000070,S4,SLEEPER,SL,72
CO000728,J000070,S5,SLEEPER,SL,72
CO000729,J000070,S6,SLEEPER,SL,72
CO000730,J000070,S7,SLEEPER,SL,72
CO000731,J000070,S8,SLEEPER,SL,72
CO000732,J000070,B1,AC_THREE_TIER,3A,64
CO000733,J000070,B2,AC_THREE_TIER,3A,64
CO000734,J000070,B3,AC_THREE_TIER,3A,64
CO000735,J000070,B4,AC_THREE_TIER,3A,64
CO000736,J000070,A1,AC_TWO_TIER,2A,48
CO000737,J000071,S1,SLEEPER,SL,72
CO000738,J000071,S2,SLEEPER,SL,72
CO000739,J000071,S3,SLEEPER,SL,72
CO000740,J000071,S4,SLEEPER,SL,72
CO000741,J000071,S5,SLEEPER,SL,72
CO000742,J000071,S6,SLEEPER,SL,72
CO000743,J000071,S7,SLEEPER,SL,72
CO000744,J000071,S8,SLEEPER,SL,72
CO000745,J000071,B1,AC_THREE_TIER,3A,64
CO000746,J000071,B2,AC_THREE_TIER,3A,64
CO000747,J000071,B3,AC_THREE_TIER,3A,64
CO000748,J000071,B4,AC_THREE_TIER,3A,64
CO000749,J000071,A1,AC_TWO_TIER,2A,48
CO000750,J000072,S1,SLEEPER,SL,72
CO000751,J000072,S2,SLEEPER,SL,72
CO000752,J000072,S3,SLEEPER,SL,72
CO000753,J000072,S4,SLEEPER,SL,72
CO000754,J000072,S5,SLEEPER,SL,72
CO000755,J000072,S6,SLEEPER,SL,72
CO000756,J000072,S7,SLEEPER,SL,72
CO000757,J000072,S8,SLEEPER,SL,72
CO000758,J000072,B1,AC_THREE_TIER,3A,64
CO000759,J000072,B2,AC_THREE_TIER,3A,64
CO000760,J000072,B3,AC_THREE_TIER,3A,64
CO000761,J000072,B4,AC_THREE_TIER,3A,64
CO000762,J000072,A1,AC_TWO_TIER,2A,48
CO000763,J000073,B1,AC_THREE_TIER,3A,64
CO000764,J000073,B2,AC_THREE_TIER,3A,64
CO000765,J000073,B3,AC_THREE_TIER,3A,64
CO000766,J000073,B4,AC_THREE_TIER,3A,64
CO000767,J000073,A1,AC_TWO_TIER,2A,48
CO000768,J000073,A2,AC_TWO_TIER,2A,48
CO000769,J000073,S1,SLEEPER,SL,72
CO000770,J000073,S2,SLEEPER,SL,72
CO000771,J000073,S3,SLEEPER,SL,72
CO000772,J000073,S4,SLEEPER,SL,72
CO000773,J000073,S5,SLEEPER,SL,72
CO000774,J000074,B1,AC_THREE_TIER,3A,64
CO000775,J000074,B2,AC_THREE_TIER,3A,64
CO000776,J000074,B3,AC_THREE_TIER,3A,64
CO000777,J000074,B4,AC_THREE_TIER,3A,64
CO000778,J000074,A1,AC_TWO_TIER,2A,48
CO000779,J000074,A2,AC_TWO_TIER,2A,48
CO000780,J000074,S1,SLEEPER,SL,72
CO000781,J000074,S2,SLEEPER,SL,72
CO000782,J000074,S3,SLEEPER,SL,72
CO000783,J000074,S4,SLEEPER,SL,72
CO000784,J000074,S5,SLEEPER,SL,72
CO000785,J000075,B1,AC_THREE_TIER,3A,64
CO000786,J000075,B2,AC_THREE_TIER,3A,64
CO000787,J000075,B3,AC_THREE_TIER,3A,64
CO000788,J000075,B4,AC_THREE_TIER,3A,64
CO000789,J000075,A1,AC_TWO_TIER,2A,48
CO000790,J000075,A2,AC_TWO_TIER,2A,48
CO000791,J000075,S1,SLEEPER,SL,72
CO000792,J000075,S2,SLEEPER,SL,72
CO000793,J000075,S3,SLEEPER,SL,72
CO000794,J000075,S4,SLEEPER,SL,72
CO000795,J000075,S5,SLEEPER,SL,72
CO000796,J000076,B1,AC_THREE_TIER,3A,64
CO000797,J000076,B2,AC_THREE_TIER,3A,64
CO000798,J000076,B3,AC_THREE_TIER,3A,64
CO000799,J000076,B4,AC_THREE_TIER,3A,64
CO000800,J000076,A1,AC_TWO_TIER,2A,48
CO000801,J000076,A2,AC_TWO_TIER,2A,48
CO000802,J000076,S1,SLEEPER,SL,72
CO000803,J000076,S2,SLEEPER,SL,72
CO000804,J000076,S3,SLEEPER,SL,72
CO000805,J000076,S4,SLEEPER,SL,72
CO000806,J000076,S5,SLEEPER,SL,72
CO000807,J000077,B1,AC_THREE_TIER,3A,64
CO000808,J000077,B2,AC_THREE_TIER,3A,64
CO000809,J000077,B3,AC_THREE_TIER,3A,64
CO000810,J000077,B4,AC_THREE_TIER,3A,64
CO000811,J000077,A1,AC_TWO_TIER,2A,48
CO000812,J000077,A2,AC_TWO_TIER,2A,48
CO000813,J000077,S1,SLEEPER,SL,72
CO000814,J000077,S2,SLEEPER,SL,72
CO000815,J000077,S3,SLEEPER,SL,72
CO000816,J000077,S4,SLEEPER,SL,72
CO000817,J000077,S5,SLEEPER,SL,72
CO000818,J000078,B1,AC_THREE_TIER,3A,64
CO000819,J000078,B2,AC_THREE_TIER,3A,64
CO000820,J000078,B3,AC_THREE_TIER,3A,64
CO000821,J000078,B4,AC_THREE_TIER,3A,64
CO000822,J000078,A1,AC_TWO_TIER,2A,48
CO000823,J000078,A2,AC_TWO_TIER,2A,48
CO000824,J000078,S1,SLEEPER,SL,72
CO000825,J000078,S2,SLEEPER,SL,72
CO000826,J000078,S3,SLEEPER,SL,72
CO000827,J000078,S4,SLEEPER,SL,72
CO000828,J000078,S5,SLEEPER,SL,72
CO000829,J000079,B1,AC_THREE_TIER,3A,64
CO000830,J000079,B2,AC_THREE_TIER,3A,64
CO000831,J000079,B3,AC_THREE_TIER,3A,64
CO000832,J000079,B4,AC_THREE_TIER,3A,64
CO000833,J000079,A1,AC_TWO_TIER,2A,48
CO000834,J000079,A2,AC_TWO_TIER,2A,48
CO000835,J000079,S1,SLEEPER,SL,72
CO000836,J000079,S2,SLEEPER,SL,72
CO000837,J000079,S3,SLEEPER,SL,72
CO000838,J000079,S4,SLEEPER,SL,72
CO000839,J000079,S5,SLEEPER,SL,72
CO000840,J000080,B1,AC_THREE_TIER,3A,64
CO000841,J000080,B2,AC_THREE_TIER,3A,64
CO000842,J000080,B3,AC_THREE_TIER,3A,64
CO000843,J000080,B4,AC_THREE_TIER,3A,64
CO000844,J000080,A1,AC_TWO_TIER,2A,48
CO000845,J000080,A2,AC_TWO_TIER,2A,48
CO000846,J000080,S1,SLEEPER,SL,72
CO000847,J000080,S2,SLEEPER,SL,72
CO000848,J000080,S3,SLEEPER,SL,72
CO000849,J000080,S4,SLEEPER,SL,72
CO000850,J000080,S5,SLEEPER,SL,72
CO000851,J000081,B1,AC_THREE_TIER,3A,64
CO000852,J000081,B2,AC_THREE_TIER,3A,64
CO000853,J000081,B3,AC_THREE_TIER,3A,64
CO000854,J000081,B4,AC_THREE_TIER,3A,64
CO000855,J000081,A1,AC_TWO_TIER,2A,48
CO000856,J000081,A2,AC_TWO_TIER,2A,48
CO000857,J000081,S1,SLEEPER,SL,72
CO000858,J000081,S2,SLEEPER,SL,72
CO000859,J000081,S3,SLEEPER,SL,72
CO000860,J000081,S4,SLEEPER,SL,72
CO000861,J000081,S5,SLEEPER,SL,72
CO000862,J000082,B1,AC_THREE_TIER,3A,64
CO000863,J000082,B2,AC_THREE_TIER,3A,64
CO000864,J000082,B3,AC_THREE_TIER,3A,64
CO000865,J000082,B4,AC_THREE_TIER,3A,64
CO000866,J000082,A1,AC_TWO_TIER,2A,48
CO000867,J000082,A2,AC_TWO_TIER,2A,48
CO000868,J000082,S1,SLEEPER,SL,72
CO000869,J000082,S2,SLEEPER,SL,72
CO000870,J000082,S3,SLEEPER,SL,72
CO000871,J000082,S4,SLEEPER,SL,72
CO000872,J000082,S5,SLEEPER,SL,72
CO000873,J000083,B1,AC_THREE_TIER,3A,64
CO000874,J000083,B2,AC_THREE_TIER,3A,64
CO000875,J000083,B3,AC_THREE_TIER,3A,64
CO000876,J000083,B4,AC_THREE_TIER,3A,64
CO000877,J000083,A1,AC_TWO_TIER,2A,48
CO000878,J000083,A2,AC_TWO_TIER,2A,48
CO000879,J000083,S1,SLEEPER,SL,72
CO000880,J000083,S2,SLEEPER,SL,72
CO000881,J000083,S3,SLEEPER,SL,72
CO000882,J000083,S4,SLEEPER,SL,72
CO000883,J000083,S5,SLEEPER,SL,72
CO000884,J000084,B1,AC_THREE_TIER,3A,64
CO000885,J000084,B2,AC_THREE_TIER,3A,64
CO000886,J000084,B3,AC_THREE_TIER,3A,64
CO000887,J000084,B4,AC_THREE_TIER,3A,64
CO000888,J000084,A1,AC_TWO_TIER,2A,48
CO000889,J000084,A2,AC_TWO_TIER,2A,48
CO000890,J000084,S1,SLEEPER,SL,72
CO000891,J000084,S2,SLEEPER,SL,72
CO000892,J000084,S3,SLEEPER,SL,72
CO000893,J000084,S4,SLEEPER,SL,72
CO000894,J000084,S5,SLEEPER,SL,72
CO000895,J000085,S1,SLEEPER,SL,72
CO000896,J000085,S2,SLEEPER,SL,72
CO000897,J000085,S3,SLEEPER,SL,72
CO000898,J000085,S4,SLEEPER,SL,72
CO000899,J000085,S5,SLEEPER,SL,72
CO000900,J000085,S6,SLEEPER,SL,72
CO000901,J000085,S7,SLEEPER,SL,72
CO000902,J000085,S8,SLEEPER,SL,72
CO000903,J000085,B1,AC_THREE_TIER,3A,64
CO000904,J000085,B2,AC_THREE_TIER,3A,64
CO000905,J000085,B3,AC_THREE_TIER,3A,64
CO000906,J000085,B4,AC_THREE_TIER,3A,64
CO000907,J000085,A1,AC_TWO_TIER,2A,48
CO000908,J000086,S1,SLEEPER,SL,72
CO000909,J000086,S2,SLEEPER,SL,72
CO000910,J000086,S3,SLEEPER,SL,72
CO000911,J000086,S4,SLEEPER,SL,72
CO000912,J000086,S5,SLEEPER,SL,72
CO000913,J000086,S6,SLEEPER,SL,72
CO000914,J000086,S7,SLEEPER,SL,72
CO000915,J000086,S8,SLEEPER,SL,72
CO000916,J000086,B1,AC_THREE_TIER,3A,64
CO000917,J000086,B2,AC_THREE_TIER,3A,64
CO000918,J000086,B3,AC_THREE_TIER,3A,64
CO000919,J000086,B4,AC_THREE_TIER,3A,64
CO000920,J000086,A1,AC_TWO_TIER,2A,48
CO000921,J000087,S1,SLEEPER,SL,72
CO000922,J000087,S2,SLEEPER,SL,72
CO000923,J000087,S3,SLEEPER,SL,72
CO000924,J000087,S4,SLEEPER,SL,72
CO000925,J000087,S5,SLEEPER,SL,72
CO000926,J000087,S6,SLEEPER,SL,72
CO000927,J000087,S7,SLEEPER,SL,72
CO000928,J000087,S8,SLEEPER,SL,72
CO000929,J000087,B1,AC_THREE_TIER,3A,64
CO000930,J000087,B2,AC_THREE_TIER,3A,64
CO000931,J000087,B3,AC_THREE_TIER,3A,64
CO000932,J000087,B4,AC_THREE_TIER,3A,64
CO000933,J000087,A1,AC_TWO_TIER,2A,48
CO000934,J000088,S1,SLEEPER,SL,72
CO000935,J000088,S2,SLEEPER,SL,72
CO000936,J000088,S3,SLEEPER,SL,72
CO000937,J000088,S4,SLEEPER,SL,72
CO000938,J000088,S5,SLEEPER,SL,72
CO000939,J000088,S6,SLEEPER,SL,72
CO000940,J000088,S7,SLEEPER,SL,72
CO000941,J000088,S8,SLEEPER,SL,72
CO000942,J000088,B1,AC_THREE_TIER,3A,64
CO000943,J000088,B2,AC_THREE_TIER,3A,64
CO000944,J000088,B3,AC_THREE_TIER,3A,64
CO000945,J000088,B4,AC_THREE_TIER,3A,64
CO000946,J000088,A1,AC_TWO_TIER,2A,48
CO000947,J000089,S1,SLEEPER,SL,72
CO000948,J000089,S2,SLEEPER,SL,72
CO000949,J000089,S3,SLEEPER,SL,72
CO000950,J000089,S4,SLEEPER,SL,72
CO000951,J000089,S5,SLEEPER,SL,72
CO000952,J000089,S6,SLEEPER,SL,72
CO000953,J000089,S7,SLEEPER,SL,72
CO000954,J000089,S8,SLEEPER,SL,72
CO000955,J000089,B1,AC_THREE_TIER,3A,64
CO000956,J000089,B2,AC_THREE_TIER,3A,64
CO000957,J000089,B3,AC_THREE_TIER,3A,64
CO000958,J000089,B4,AC_THREE_TIER,3A,64
CO000959,J000089,A1,AC_TWO_TIER,2A,48
CO000960,J000090,S1,SLEEPER,SL,72
CO000961,J000090,S2,SLEEPER,SL,72
CO000962,J000090,S3,SLEEPER,SL,72
CO000963,J000090,S4,SLEEPER,SL,72
CO000964,J000090,S5,SLEEPER,SL,72
CO000965,J000090,S6,SLEEPER,SL,72
CO000966,J000090,S7,SLEEPER,SL,72
CO000967,J000090,S8,SLEEPER,SL,72
CO000968,J000090,B1,AC_THREE_TIER,3A,64
CO000969,J000090,B2,AC_THREE_TIER,3A,64
CO000970,J000090,B3,AC_THREE_TIER,3A,64
CO000971,J000090,B4,AC_THREE_TIER,3A,64
CO000972,J000090,A1,AC_TWO_TIER,2A,48
CO000973,J000091,B1,AC_THREE_TIER,3A,64
CO000974,J000091,B2,AC_THREE_TIER,3A,64
CO000975,J000091,B3,AC_THREE_TIER,3A,64
CO000976,J000091,B4,AC_THREE_TIER,3A,64
CO000977,J000091,A1,AC_TWO_TIER,2A,48
CO000978,J000091,A2,AC_TWO_TIER,2A,48
CO000979,J000091,S1,SLEEPER,SL,72
CO000980,J000091,S2,SLEEPER,SL,72
CO000981,J000091,S3,SLEEPER,SL,72
CO000982,J000091,S4,SLEEPER,SL,72
CO000983,J000091,S5,SLEEPER,SL,72
CO000984,J000092,B1,AC_THREE_TIER,3A,64
CO000985,J000092,B2,AC_THREE_TIER,3A,64
CO000986,J000092,B3,AC_THREE_TIER,3A,64
CO000987,J000092,B4,AC_THREE_TIER,3A,64
CO000988,J000092,A1,AC_TWO_TIER,2A,48
CO000989,J000092,A2,AC_TWO_TIER,2A,48
CO000990,J000092,S1,SLEEPER,SL,72
CO000991,J000092,S2,SLEEPER,SL,72
CO000992,J000092,S3,SLEEPER,SL,72
CO000993,J000092,S4,SLEEPER,SL,72
CO000994,J000092,S5,SLEEPER,SL,72
CO000995,J000093,B1,AC_THREE_TIER,3A,64
CO000996,J000093,B2,AC_THREE_TIER,3A,64
CO000997,J000093,B3,AC_THREE_TIER,3A,64
CO000998,J000093,B4,AC_THREE_TIER,3A,64
CO000999,J000093,A1,AC_TWO_TIER,2A,48
CO001000,J000093,A2,AC_TWO_TIER,2A,48
CO001001,J000093,S1,SLEEPER,SL,72
CO001002,J000093,S2,SLEEPER,SL,72
CO001003,J000093,S3,SLEEPER,SL,72
CO001004,J000093,S4,SLEEPER,SL,72
CO001005,J000093,S5,SLEEPER,SL,72
CO001006,J000094,B1,AC_THREE_TIER,3A,64
CO001007,J000094,B2,AC_THREE_TIER,3A,64
CO001008,J000094,B3,AC_THREE_TIER,3A,64
CO001009,J000094,B4,AC_THREE_TIER,3A,64
CO001010,J000094,A1,AC_TWO_TIER,2A,48
CO001011,J000094,A2,AC_TWO_TIER,2A,48
CO001012,J000094,S1,SLEEPER,SL,72
CO001013,J000094,S2,SLEEPER,SL,72
CO001014,J000094,S3,SLEEPER,SL,72
CO001015,J000094,S4,SLEEPER,SL,72
CO001016,J000094,S5,SLEEPER,SL,72
CO001017,J000095,B1,AC_THREE_TIER,3A,64
CO001018,J000095,B2,AC_THREE_TIER,3A,64
CO001019,J000095,B3,AC_THREE_TIER,3A,64
CO001020,J000095,B4,AC_THREE_TIER,3A,64
CO001021,J000095,A1,AC_TWO_TIER,2A,48
CO001022,J000095,A2,AC_TWO_TIER,2A,48
CO001023,J000095,S1,SLEEPER,SL,72
CO001024,J000095,S2,SLEEPER,SL,72
CO001025,J000095,S3,SLEEPER,SL,72
CO001026,J000095,S4,SLEEPER,SL,72
CO001027,J000095,S5,SLEEPER,SL,72
CO001028,J000096,B1,AC_THREE_TIER,3A,64
CO001029,J000096,B2,AC_THREE_TIER,3A,64
CO001030,J000096,B3,AC_THREE_TIER,3A,64
CO001031,J000096,B4,AC_THREE_TIER,3A,64
CO001032,J000096,A1,AC_TWO_TIER,2A,48
CO001033,J000096,A2,AC_TWO_TIER,2A,48
CO001034,J000096,S1,SLEEPER,SL,72
CO001035,J000096,S2,SLEEPER,SL,72
CO001036,J000096,S3,SLEEPER,SL,72
CO001037,J000096,S4,SLEEPER,SL,72
CO001038,J000096,S5,SLEEPER,SL,72
CO001039,J000097,C1,CHAIR_CAR,CC,78
CO001040,J000097,C2,CHAIR_CAR,CC,78
CO001041,J000097,C3,CHAIR_CAR,CC,78
CO001042,J000097,C4,CHAIR_CAR,CC,78
CO001043,J000097,C5,CHAIR_CAR,CC,78
CO001044,J000097,C6,CHAIR_CAR,CC,78
CO001045,J000097,E1,EXECUTIVE_CHAIR_CAR,EC,56
CO001046,J000097,E2,EXECUTIVE_CHAIR_CAR,EC,56
CO001047,J000098,C1,CHAIR_CAR,CC,78
CO001048,J000098,C2,CHAIR_CAR,CC,78
