group_id,booking_id,journey_id,group_name,group_size,group_type,travelling_together,priority_level
GR002602,BK002602,J000039,Couple Demo Group 02602,4,COUPLE,True,NORMAL
GR002603,BK002603,J000039,Caregiver Demo Group 02603,4,CAREGIVER,True,HIGH
GR002604,BK002604,J000039,Family Demo Group 02604,4,FAMILY,True,NORMAL
GR002605,BK002605,J000039,Group Demo Group 02605,2,GROUP,True,NORMAL
GR002606,BK002606,J000039,Group Demo Group 02606,5,GROUP,True,NORMAL
GR002607,BK002607,J000039,Group Demo Group 02607,1,GROUP,True,NORMAL
GR002608,BK002608,J000039,Couple Demo Group 02608,2,COUPLE,True,NORMAL
GR002609,BK002609,J000039,Group Demo Group 02609,1,GROUP,True,NORMAL
GR002610,BK002610,J000039,Family Demo Group 02610,2,FAMILY,True,NORMAL
GR002611,BK002611,J000039,Group Demo Group 02611,1,GROUP,True,NORMAL
GR002612,BK002612,J000039,Family Demo Group 02612,4,FAMILY,True,NORMAL
GR002613,BK002613,J000039,Family Demo Group 02613,7,FAMILY,True,HIGH
GR002614,BK002614,J000040,Family Demo Group 02614,2,FAMILY,True,NORMAL
GR002615,BK002615,J000040,Friends Demo Group 02615,6,FRIENDS,True,HIGH
GR002616,BK002616,J000040,Group Demo Group 02616,3,GROUP,True,NORMAL
GR002617,BK002617,J000040,Family Demo Group 02617,3,FAMILY,True,NORMAL
GR002618,BK002618,J000040,Group Demo Group 02618,1,GROUP,True,NORMAL
GR002619,BK002619,J000040,Family Demo Group 02619,5,FAMILY,True,NORMAL
GR002620,BK002620,J000040,Couple Demo Group 02620,2,COUPLE,True,NORMAL
GR002621,BK002621,J000040,Group Demo Group 02621,1,GROUP,True,NORMAL
GR002622,BK002622,J000040,Caregiver Demo Group 02622,4,CAREGIVER,True,HIGH
GR002623,BK002623,J000040,Friends Demo Group 02623,2,FRIENDS,True,NORMAL
GR002624,BK002624,J000040,Friends Demo Group 02624,5,FRIENDS,True,NORMAL
GR002625,BK002625,J000040,Group Demo Group 02625,1,GROUP,True,NORMAL
GR002626,BK002626,J000040,Family Demo Group 02626,2,FAMILY,True,NORMAL
GR002627,BK002627,J000040,Group Demo Group 02627,1,GROUP,True,NORMAL
GR002628,BK002628,J000040,Family Demo Group 02628,4,FAMILY,True,NORMAL
GR002629,BK002629,J000040,Family Demo Group 02629,3,FAMILY,True,NORMAL
GR002630,BK002630,J000040,Group Demo Group 02630,1,GROUP,True,NORMAL
GR002631,BK002631,J000040,Group Demo Group 02631,1,GROUP,True,NORMAL
GR002632,BK002632,J000040,Group Demo Group 02632,3,GROUP,True,NORMAL
GR002633,BK002633,J000040,Couple Demo Group 02633,5,COUPLE,True,NORMAL
GR002634,BK002634,J000040,Friends Demo Group 02634,3,FRIENDS,True,NORMAL
GR002635,BK002635,J000040,Group Demo Group 02635,1,GROUP,True,NORMAL
GR002636,BK002636,J000040,Couple Demo Group 02636,6,COUPLE,True,HIGH
GR002637,BK002637,J000040,Group Demo Group 02637,1,GROUP,True,NORMAL
GR002638,BK002638,J000040,Couple Demo Group 02638,4,COUPLE,True,NORMAL
GR002639,BK002639,J000040,Friends Demo Group 02639,2,FRIENDS,True,NORMAL
GR002640,BK002640,J000040,Family Demo Group 02640,4,FAMILY,True,NORMAL
GR002641,BK002641,J000040,Family Demo Group 02641,3,FAMILY,True,NORMAL
GR002642,BK002642,J000040,Friends Demo Group 02642,3,FRIENDS,True,NORMAL
GR002643,BK002643,J000040,Friends Demo Group 02643,6,FRIENDS,True,HIGH
GR002644,BK002644,J000040,Couple Demo Group 02644,6,COUPLE,True,HIGH
GR002645,BK002645,J000040,Group Demo Group 02645,1,GROUP,True,NORMAL
GR002646,BK002646,J000040,Family Demo Group 02646,2,FAMILY,True,NORMAL
GR002647,BK002647,J000040,Family Demo Group 02647,5,FAMILY,True,NORMAL
GR002648,BK002648,J000040,Group Demo Group 02648,1,GROUP,True,NORMAL
GR002649,BK002649,J000040,Family Demo Group 02649,3,FAMILY,True,NORMAL
GR002650,BK002650,J000040,Couple Demo Group 02650,4,COUPLE,True,NORMAL
GR002651,BK002651,J000040,Group Demo Group 02651,1,GROUP,True,NORMAL
GR002652,BK002652,J000040,Couple Demo Group 02652,2,COUPLE,True,NORMAL
GR002653,BK002653,J000040,Group Demo Group 02653,2,GROUP,True,NORMAL
GR002654,BK002654,J000040,Group Demo Group 02654,1,GROUP,True,NORMAL
GR002655,BK002655,J000040,Couple Demo Group 02655,7,COUPLE,True,HIGH
GR002656,BK002656,J000040,Group Demo Group 02656,1,GROUP,True,NORMAL
GR002657,BK002657,J000040,Couple Demo Group 02657,5,COUPLE,True,NORMAL
GR002658,BK002658,J000040,Group Demo Group 02658,1,GROUP,True,NORMAL
GR002659,BK002659,J000040,Friends Demo Group 02659,2,FRIENDS,True,NORMAL
GR002660,BK002660,J000040,Group Demo Group 02660,1,GROUP,True,NORMAL
GR002661,BK002661,J000040,Group Demo Group 02661,2,GROUP,True,NORMAL
GR002662,BK002662,J000040,Family Demo Group 02662,6,FAMILY,True,HIGH
GR002663,BK002663,J000040,Friends Demo Group 02663,2,FRIENDS,True,NORMAL
GR002664,BK002664,J000040,Couple Demo Group 02664,2,COUPLE,True,NORMAL
GR002665,BK002665,J000040,Friends Demo Group 02665,4,FRIENDS,True,NORMAL
GR002666,BK002666,J000040,Family Demo Group 02666,6,FAMILY,True,HIGH
GR002667,BK002667,J000040,Friends Demo Group 02667,2,FRIENDS,True,NORMAL
GR002668,BK002668,J000040,Group Demo Group 02668,1,GROUP,True,NORMAL
GR002669,BK002669,J000040,Family Demo Group 02669,3,FAMILY,True,NORMAL
GR002670,BK002670,J000040,Group Demo Group 02670,5,GROUP,True,NORMAL
GR002671,BK002671,J000040,Group Demo Group 02671,1,GROUP,True,NORMAL
GR002672,BK002672,J000040,Group Demo Group 02672,3,GROUP,True,NORMAL
GR002673,BK002673,J000040,Group Demo Group 02673,2,GROUP,True,NORMAL
GR002674,BK002674,J000040,Friends Demo Group 02674,3,FRIENDS,True,NORMAL
GR002675,BK002675,J000040,Friends Demo Group 02675,2,FRIENDS,True,NORMAL
GR002676,BK002676,J000040,Group Demo Group 02676,1,GROUP,True,NORMAL
GR002677,BK002677,J000040,Group Demo Group 02677,6,GROUP,True,HIGH
GR002678,BK002678,J000040,Group Demo Group 02678,1,GROUP,True,NORMAL
GR002679,BK002679,J000040,Group Demo Group 02679,1,GROUP,True,NORMAL
GR002680,BK002680,J000040,Group Demo Group 02680,3,GROUP,True,NORMAL
GR002681,BK002681,J000041,Friends Demo Group 02681,4,FRIENDS,True,NORMAL
GR002682,BK002682,J000041,Family Demo Group 02682,2,FAMILY,True,NORMAL
GR002683,BK002683,J000041,Friends Demo Group 02683,2,FRIENDS,True,NORMAL
GR002684,BK002684,J000041,Group Demo Group 02684,1,GROUP,True,NORMAL
GR002685,BK002685,J000041,Friends Demo Group 02685,4,FRIENDS,True,NORMAL
GR002686,BK002686,J000041,Family Demo Group 02686,6,FAMILY,True,HIGH
GR002687,BK002687,J000041,Group Demo Group 02687,4,GROUP,True,NORMAL
GR002688,BK002688,J000041,Couple Demo Group 02688,2,COUPLE,True,NORMAL
GR002689,BK002689,J000041,Family Demo Group 02689,3,FAMILY,True,NORMAL
GR002690,BK002690,J000041,Couple Demo Group 02690,4,COUPLE,True,NORMAL
GR002691,BK002691,J000041,Couple Demo Group 02691,3,COUPLE,True,NORMAL
GR002692,BK002692,J000041,Friends Demo Group 02692,5,FRIENDS,True,NORMAL
GR002693,BK002693,J000041,Group Demo Group 02693,1,GROUP,True,NORMAL
GR002694,BK002694,J000041,Friends Demo Group 02694,3,FRIENDS,True,NORMAL
GR002695,BK002695,J000041,Couple Demo Group 02695,3,COUPLE,True,NORMAL
GR002696,BK002696,J000041,Friends Demo Group 02696,5,FRIENDS,True,NORMAL
GR002697,BK002697,J000041,Group Demo Group 02697,6,GROUP,True,HIGH
GR002698,BK002698,J000041,Caregiver Demo Group 02698,6,CAREGIVER,True,HIGH
GR002699,BK002699,J000041,Group Demo Group 02699,1,GROUP,True,NORMAL
GR002700,BK002700,J000041,Family Demo Group 02700,4,FAMILY,True,NORMAL
GR002701,BK002701,J000041,Couple Demo Group 02701,5,COUPLE,True,NORMAL
GR002702,BK002702,J000041,Group Demo Group 02702,1,GROUP,True,NORMAL
GR002703,BK002703,J000041,Group Demo Group 02703,1,GROUP,True,NORMAL
GR002704,BK002704,J000041,Friends Demo Group 02704,5,FRIENDS,True,NORMAL
GR002705,BK002705,J000041,Group Demo Group 02705,6,GROUP,True,HIGH
GR002706,BK002706,J000041,Friends Demo Group 02706,7,FRIENDS,True,HIGH
GR002707,BK002707,J000041,Group Demo Group 02707,4,GROUP,True,NORMAL
GR002708,BK002708,J000041,Couple Demo Group 02708,2,COUPLE,True,NORMAL
GR002709,BK002709,J000041,Group Demo Group 02709,2,GROUP,True,NORMAL
GR002710,BK002710,J000041,Group Demo Group 02710,1,GROUP,True,NORMAL
GR002711,BK002711,J000041,Group Demo Group 02711,4,GROUP,True,NORMAL
GR002712,BK002712,J000041,Friends Demo Group 02712,5,FRIENDS,True,NORMAL
GR002713,BK002713,J000041,Family Demo Group 02713,3,FAMILY,True,NORMAL
GR002714,BK002714,J000041,Group Demo Group 02714,1,GROUP,True,NORMAL
GR002715,BK002715,J000041,Group Demo Group 02715,1,GROUP,True,NORMAL
GR002716,BK002716,J000041,Group Demo Group 02716,3,GROUP,True,NORMAL
GR002717,BK002717,J000041,Group Demo Group 02717,2,GROUP,True,NORMAL
GR002718,BK002718,J000041,Couple Demo Group 02718,4,COUPLE,True,NORMAL
GR002719,BK002719,J000041,Group Demo Group 02719,1,GROUP,True,NORMAL
GR002720,BK002720,J000041,Family Demo Group 02720,4,FAMILY,True,NORMAL
GR002721,BK002721,J000041,Group Demo Group 02721,1,GROUP,True,NORMAL
GR002722,BK002722,J000041,Group Demo Group 02722,1,GROUP,True,NORMAL
GR002723,BK002723,J000041,Couple Demo Group 02723,3,COUPLE,True,NORMAL
GR002724,BK002724,J000041,Group Demo Group 02724,3,GROUP,True,NORMAL
GR002725,BK002725,J000041,Group Demo Group 02725,1,GROUP,True,NORMAL
GR002726,BK002726,J000041,Family Demo Group 02726,6,FAMILY,True,HIGH
GR002727,BK002727,J000041,Friends Demo Group 02727,6,FRIENDS,True,HIGH
GR002728,BK002728,J000041,Family Demo Group 02728,4,FAMILY,True,NORMAL
GR002729,BK002729,J000041,Group Demo Group 02729,1,GROUP,True,NORMAL
GR002730,BK002730,J000041,Family Demo Group 02730,2,FAMILY,True,NORMAL
GR002731,BK002731,J000041,Group Demo Group 02731,4,GROUP,True,NORMAL
GR002732,BK002732,J000041,Couple Demo Group 02732,2,COUPLE,True,NORMAL
GR002733,BK002733,J000041,Group Demo Group 02733,2,GROUP,True,NORMAL
GR002734,BK002734,J000041,Friends Demo Group 02734,7,FRIENDS,True,HIGH
GR002735,BK002735,J000041,Friends Demo Group 02735,6,FRIENDS,True,HIGH
GR002736,BK002736,J000041,Caregiver Demo Group 02736,8,CAREGIVER,True,HIGH
GR002737,BK002737,J000041,Group Demo Group 02737,6,GROUP,True,HIGH
GR002738,BK002738,J000041,Family Demo Group 02738,6,FAMILY,True,HIGH
GR002739,BK002739,J000041,Group Demo Group 02739,4,GROUP,True,NORMAL
GR002740,BK002740,J000041,Group Demo Group 02740,3,GROUP,True,NORMAL
GR002741,BK002741,J000041,Family Demo Group 02741,3,FAMILY,True,NORMAL
GR002742,BK002742,J000041,Family Demo Group 02742,2,FAMILY,True,NORMAL
GR002743,BK002743,J000041,Friends Demo Group 02743,2,FRIENDS,True,NORMAL
GR002744,BK002744,J000041,Family Demo Group 02744,4,FAMILY,True,NORMAL
GR002745,BK002745,J000041,Group Demo Group 02745,1,GROUP,True,NORMAL
GR002746,BK002746,J000041,Couple Demo Group 02746,4,COUPLE,True,NORMAL
GR002747,BK002747,J000041,Group Demo Group 02747,4,GROUP,True,NORMAL
GR002748,BK002748,J000042,Friends Demo Group 02748,5,FRIENDS,True,NORMAL
GR002749,BK002749,J000042,Group Demo Group 02749,2,GROUP,True,NORMAL
GR002750,BK002750,J000042,Family Demo Group 02750,2,FAMILY,True,NORMAL
GR002751,BK002751,J000042,Group Demo Group 02751,4,GROUP,True,NORMAL
GR002752,BK002752,J000042,Family Demo Group 02752,8,FAMILY,True,HIGH
GR002753,BK002753,J000042,Group Demo Group 02753,2,GROUP,True,NORMAL
GR002754,BK002754,J000042,Family Demo Group 02754,2,FAMILY,True,NORMAL
GR002755,BK002755,J000042,Friends Demo Group 02755,2,FRIENDS,True,NORMAL
GR002756,BK002756,J000042,Group Demo Group 02756,1,GROUP,True,NORMAL
GR002757,BK002757,J000042,Group Demo Group 02757,2,GROUP,True,NORMAL
GR002758,BK002758,J000042,Couple Demo Group 02758,4,COUPLE,True,NORMAL
GR002759,BK002759,J000042,Group Demo Group 02759,4,GROUP,True,NORMAL
GR002760,BK002760,J000042,Couple Demo Group 02760,6,COUPLE,True,HIGH
GR002761,BK002761,J000042,Family Demo Group 02761,3,FAMILY,True,NORMAL
GR002762,BK002762,J000042,Friends Demo Group 02762,3,FRIENDS,True,NORMAL
GR002763,BK002763,J000042,Couple Demo Group 02763,3,COUPLE,True,NORMAL
GR002764,BK002764,J000042,Group Demo Group 02764,3,GROUP,True,NORMAL
GR002765,BK002765,J000042,Group Demo Group 02765,1,GROUP,True,NORMAL
GR002766,BK002766,J000042,Friends Demo Group 02766,7,FRIENDS,True,HIGH
GR002767,BK002767,J000042,Couple Demo Group 02767,7,COUPLE,True,HIGH
GR002768,BK002768,J000042,Family Demo Group 02768,4,FAMILY,True,NORMAL
GR002769,BK002769,J000042,Group Demo Group 02769,2,GROUP,True,NORMAL
GR002770,BK002770,J000042,Friends Demo Group 02770,3,FRIENDS,True,NORMAL
GR002771,BK002771,J000042,Friends Demo Group 02771,2,FRIENDS,True,NORMAL
GR002772,BK002772,J000042,Group Demo Group 02772,1,GROUP,True,NORMAL
GR002773,BK002773,J000042,Group Demo Group 02773,6,GROUP,True,HIGH
GR002774,BK002774,J000042,Caregiver Demo Group 02774,5,CAREGIVER,True,HIGH
GR002775,BK002775,J000042,Group Demo Group 02775,4,GROUP,True,NORMAL
GR002776,BK002776,J000042,Couple Demo Group 02776,6,COUPLE,True,HIGH
GR002777,BK002777,J000042,Group Demo Group 02777,2,GROUP,True,NORMAL
GR002778,BK002778,J000042,Couple Demo Group 02778,4,COUPLE,True,NORMAL
GR002779,BK002779,J000042,Couple Demo Group 02779,7,COUPLE,True,HIGH
GR002780,BK002780,J000042,Group Demo Group 02780,1,GROUP,True,NORMAL
GR002781,BK002781,J000042,Friends Demo Group 02781,8,FRIENDS,True,HIGH
GR002782,BK002782,J000042,Group Demo Group 02782,1,GROUP,True,NORMAL
GR002783,BK002783,J000042,Friends Demo Group 02783,2,FRIENDS,True,NORMAL
GR002784,BK002784,J000042,Group Demo Group 02784,1,GROUP,True,NORMAL
GR002785,BK002785,J000042,Couple Demo Group 02785,5,COUPLE,True,NORMAL
GR002786,BK002786,J000042,Group Demo Group 02786,1,GROUP,True,NORMAL
GR002787,BK002787,J000042,Group Demo Group 02787,4,GROUP,True,NORMAL
GR002788,BK002788,J000042,Family Demo Group 02788,4,FAMILY,True,NORMAL
GR002789,BK002789,J000042,Group Demo Group 02789,1,GROUP,True,NORMAL
GR002790,BK002790,J000042,Couple Demo Group 02790,4,COUPLE,True,NORMAL
GR002791,BK002791,J000042,Group Demo Group 02791,1,GROUP,True,NORMAL
GR002792,BK002792,J000042,Group Demo Group 02792,1,GROUP,True,NORMAL
GR002793,BK002793,J000042,Group Demo Group 02793,1,GROUP,True,NORMAL
GR002794,BK002794,J000042,Family Demo Group 02794,2,FAMILY,True,NORMAL
GR002795,BK002795,J000042,Group Demo Group 02795,4,GROUP,True,NORMAL
GR002796,BK002796,J000042,Friends Demo Group 02796,5,FRIENDS,True,NORMAL
GR002797,BK002797,J000042,Friends Demo Group 02797,4,FRIENDS,True,NORMAL
GR002798,BK002798,J000042,Group Demo Group 02798,1,GROUP,True,NORMAL
GR002799,BK002799,J000042,Group Demo Group 02799,1,GROUP,True,NORMAL
GR002800,BK002800,J000042,Family Demo Group 02800,8,FAMILY,True,HIGH
GR002801,BK002801,J000042,Group Demo Group 02801,2,GROUP,True,NORMAL
GR002802,BK002802,J000042,Group Demo Group 02802,1,GROUP,True,NORMAL
GR002803,BK002803,J000042,Friends Demo Group 02803,2,FRIENDS,True,NORMAL
GR002804,BK002804,J000042,Couple Demo Group 02804,2,COUPLE,True,NORMAL
GR002805,BK002805,J000042,Group Demo Group 02805,6,GROUP,True,HIGH
GR002806,BK002806,J000042,Family Demo Group 02806,2,FAMILY,True,NORMAL
GR002807,BK002807,J000042,Couple Demo Group 02807,3,COUPLE,True,NORMAL
GR002808,BK002808,J000042,Group Demo Group 02808,1,GROUP,True,NORMAL
GR002809,BK002809,J000042,Couple Demo Group 02809,5,COUPLE,True,NORMAL
GR002810,BK002810,J000042,Family Demo Group 02810,2,FAMILY,True,NORMAL
GR002811,BK002811,J000042,Group Demo Group 02811,1,GROUP,True,NORMAL
GR002812,BK002812,J000042,Couple Demo Group 02812,2,COUPLE,True,NORMAL
GR002813,BK002813,J000042,Family Demo Group 02813,3,FAMILY,True,NORMAL
GR002814,BK002814,J000042,Family Demo Group 02814,2,FAMILY,True,NORMAL
GR002815,BK002815,J000043,Group Demo Group 02815,1,GROUP,True,NORMAL
GR002816,BK002816,J000043,Group Demo Group 02816,3,GROUP,True,NORMAL
GR002817,BK002817,J000043,Friends Demo Group 02817,4,FRIENDS,True,NORMAL
GR002818,BK002818,J000043,Family Demo Group 02818,2,FAMILY,True,NORMAL
GR002819,BK002819,J000043,Friends Demo Group 02819,2,FRIENDS,True,NORMAL
GR002820,BK002820,J000043,Group Demo Group 02820,1,GROUP,True,NORMAL
GR002821,BK002821,J000043,Group Demo Group 02821,2,GROUP,True,NORMAL
GR002822,BK002822,J000043,Group Demo Group 02822,1,GROUP,True,NORMAL
GR002823,BK002823,J000043,Group Demo Group 02823,8,GROUP,True,HIGH
GR002824,BK002824,J000043,Couple Demo Group 02824,2,COUPLE,True,NORMAL
GR002825,BK002825,J000043,Group Demo Group 02825,1,GROUP,True,NORMAL
GR002826,BK002826,J000043,Friends Demo Group 02826,3,FRIENDS,True,NORMAL
GR002827,BK002827,J000043,Group Demo Group 02827,1,GROUP,True,NORMAL
GR002828,BK002828,J000043,Group Demo Group 02828,1,GROUP,True,NORMAL
GR002829,BK002829,J000043,Family Demo Group 02829,3,FAMILY,True,NORMAL
GR002830,BK002830,J000043,Couple Demo Group 02830,4,COUPLE,True,NORMAL
GR002831,BK002831,J000043,Caregiver Demo Group 02831,4,CAREGIVER,True,HIGH
GR002832,BK002832,J000043,Family Demo Group 02832,4,FAMILY,True,NORMAL
GR002833,BK002833,J000043,Family Demo Group 02833,3,FAMILY,True,NORMAL
GR002834,BK002834,J000043,Group Demo Group 02834,1,GROUP,True,NORMAL
GR002835,BK002835,J000043,Couple Demo Group 02835,3,COUPLE,True,NORMAL
GR002836,BK002836,J000043,Group Demo Group 02836,1,GROUP,True,NORMAL
GR002837,BK002837,J000043,Group Demo Group 02837,1,GROUP,True,NORMAL
GR002838,BK002838,J000043,Couple Demo Group 02838,4,COUPLE,True,NORMAL
GR002839,BK002839,J000043,Couple Demo Group 02839,3,COUPLE,True,NORMAL
GR002840,BK002840,J000043,Group Demo Group 02840,7,GROUP,True,HIGH
GR002841,BK002841,J000043,Friends Demo Group 02841,4,FRIENDS,True,NORMAL
GR002842,BK002842,J000043,Couple Demo Group 02842,4,COUPLE,True,NORMAL
GR002843,BK002843,J000043,Group Demo Group 02843,1,GROUP,True,NORMAL
GR002844,BK002844,J000043,Family Demo Group 02844,4,FAMILY,True,NORMAL
GR002845,BK002845,J000043,Friends Demo Group 02845,4,FRIENDS,True,NORMAL
GR002846,BK002846,J000043,Family Demo Group 02846,2,FAMILY,True,NORMAL
GR002847,BK002847,J000043,Group Demo Group 02847,8,GROUP,True,HIGH
GR002848,BK002848,J000043,Couple Demo Group 02848,2,COUPLE,True,NORMAL
GR002849,BK002849,J000043,Friends Demo Group 02849,4,FRIENDS,True,NORMAL
GR002850,BK002850,J000043,Group Demo Group 02850,1,GROUP,True,NORMAL
GR002851,BK002851,J000043,Group Demo Group 02851,4,GROUP,True,NORMAL
GR002852,BK002852,J000043,Group Demo Group 02852,1,GROUP,True,NORMAL
GR002853,BK002853,J000043,Group Demo Group 02853,2,GROUP,True,NORMAL
GR002854,BK002854,J000043,Couple Demo Group 02854,4,COUPLE,True,NORMAL
GR002855,BK002855,J000043,Friends Demo Group 02855,2,FRIENDS,True,NORMAL
GR002856,BK002856,J000043,Friends Demo Group 02856,5,FRIENDS,True,NORMAL
GR002857,BK002857,J000043,Friends Demo Group 02857,4,FRIENDS,True,NORMAL
GR002858,BK002858,J000043,Group Demo Group 02858,1,GROUP,True,NORMAL
GR002859,BK002859,J000043,Family Demo Group 02859,5,FAMILY,True,NORMAL
GR002860,BK002860,J000043,Family Demo Group 02860,4,FAMILY,True,NORMAL
GR002861,BK002861,J000043,Family Demo Group 02861,3,FAMILY,True,NORMAL
GR002862,BK002862,J000043,Couple Demo Group 02862,4,COUPLE,True,NORMAL
GR002863,BK002863,J000043,Couple Demo Group 02863,3,COUPLE,True,NORMAL
GR002864,BK002864,J000043,Family Demo Group 02864,4,FAMILY,True,NORMAL
GR002865,BK002865,J000043,Friends Demo Group 02865,4,FRIENDS,True,NORMAL
GR002866,BK002866,J000043,Couple Demo Group 02866,4,COUPLE,True,NORMAL
GR002867,BK002867,J000043,Friends Demo Group 02867,2,FRIENDS,True,NORMAL
GR002868,BK002868,J000043,Family Demo Group 02868,4,FAMILY,True,NORMAL
GR002869,BK002869,J000043,Group Demo Group 02869,1,GROUP,True,NORMAL
GR002870,BK002870,J000043,Group Demo Group 02870,1,GROUP,True,NORMAL
GR002871,BK002871,J000043,Group Demo Group 02871,1,GROUP,True,NORMAL
GR002872,BK002872,J000043,Friends Demo Group 02872,5,FRIENDS,True,NORMAL
GR002873,BK002873,J000043,Family Demo Group 02873,3,FAMILY,True,NORMAL
GR002874,BK002874,J000043,Group Demo Group 02874,1,GROUP,True,NORMAL
GR002875,BK002875,J000043,Group Demo Group 02875,1,GROUP,True,NORMAL
GR002876,BK002876,J000043,Family Demo Group 02876,8,FAMILY,True,HIGH
GR002877,BK002877,J000043,Group Demo Group 02877,1,GROUP,True,NORMAL
GR002878,BK002878,J000043,Couple Demo Group 02878,4,COUPLE,True,NORMAL
GR002879,BK002879,J000043,Group Demo Group 02879,1,GROUP,True,NORMAL
GR002880,BK002880,J000043,Group Demo Group 02880,1,GROUP,True,NORMAL
GR002881,BK002881,J000043,Group Demo Group 02881,1,GROUP,True,NORMAL
GR002882,BK002882,J000044,Family Demo Group 02882,2,FAMILY,True,NORMAL
GR002883,BK002883,J000044,Group Demo Group 02883,4,GROUP,True,NORMAL
GR002884,BK002884,J000044,Friends Demo Group 02884,5,FRIENDS,True,NORMAL
GR002885,BK002885,J000044,Group Demo Group 02885,2,GROUP,True,NORMAL
GR002886,BK002886,J000044,Group Demo Group 02886,1,GROUP,True,NORMAL
GR002887,BK002887,J000044,Couple Demo Group 02887,3,COUPLE,True,NORMAL
GR002888,BK002888,J000044,Group Demo Group 02888,3,GROUP,True,NORMAL
GR002889,BK002889,J000044,Group Demo Group 02889,1,GROUP,True,NORMAL
GR002890,BK002890,J000044,Couple Demo Group 02890,4,COUPLE,True,NORMAL
GR002891,BK002891,J000044,Friends Demo Group 02891,2,FRIENDS,True,NORMAL
GR002892,BK002892,J000044,Group Demo Group 02892,1,GROUP,True,NORMAL
GR002893,BK002893,J000044,Group Demo Group 02893,1,GROUP,True,NORMAL
GR002894,BK002894,J000044,Family Demo Group 02894,2,FAMILY,True,NORMAL
GR002895,BK002895,J000044,Group Demo Group 02895,4,GROUP,True,NORMAL
GR002896,BK002896,J000044,Friends Demo Group 02896,5,FRIENDS,True,NORMAL
GR002897,BK002897,J000044,Family Demo Group 02897,3,FAMILY,True,NORMAL
GR002898,BK002898,J000044,Group Demo Group 02898,1,GROUP,True,NORMAL
GR002899,BK002899,J000044,Group Demo Group 02899,4,GROUP,True,NORMAL
GR002900,BK002900,J000044,Group Demo Group 02900,7,GROUP,True,HIGH
GR002901,BK002901,J000044,Group Demo Group 02901,2,GROUP,True,NORMAL
GR002902,BK002902,J000044,Family Demo Group 02902,2,FAMILY,True,NORMAL
GR002903,BK002903,J000044,Friends Demo Group 02903,6,FRIENDS,True,HIGH
GR002904,BK002904,J000044,Couple Demo Group 02904,2,COUPLE,True,NORMAL
GR002905,BK002905,J000044,Friends Demo Group 02905,4,FRIENDS,True,NORMAL
GR002906,BK002906,J000044,Friends Demo Group 02906,3,FRIENDS,True,NORMAL
GR002907,BK002907,J000044,Couple Demo Group 02907,3,COUPLE,True,NORMAL
GR002908,BK002908,J000044,Family Demo Group 02908,4,FAMILY,True,NORMAL
GR002909,BK002909,J000044,Group Demo Group 02909,2,GROUP,True,NORMAL
GR002910,BK002910,J000044,Couple Demo Group 02910,8,COUPLE,True,HIGH
GR002911,BK002911,J000044,Group Demo Group 02911,4,GROUP,True,NORMAL
GR002912,BK002912,J000044,Group Demo Group 02912,1,GROUP,True,NORMAL
GR002913,BK002913,J000044,Group Demo Group 02913,2,GROUP,True,NORMAL
GR002914,BK002914,J000044,Couple Demo Group 02914,4,COUPLE,True,NORMAL
GR002915,BK002915,J000044,Family Demo Group 02915,5,FAMILY,True,NORMAL
GR002916,BK002916,J000044,Family Demo Group 02916,8,FAMILY,True,HIGH
GR002917,BK002917,J000044,Friends Demo Group 02917,4,FRIENDS,True,NORMAL
GR002918,BK002918,J000044,Group Demo Group 02918,1,GROUP,True,NORMAL
GR002919,BK002919,J000044,Friends Demo Group 02919,2,FRIENDS,True,NORMAL
GR002920,BK002920,J000044,Group Demo Group 02920,3,GROUP,True,NORMAL
GR002921,BK002921,J000044,Group Demo Group 02921,1,GROUP,True,NORMAL
GR002922,BK002922,J000044,Friends Demo Group 02922,3,FRIENDS,True,NORMAL
GR002923,BK002923,J000044,Group Demo Group 02923,1,GROUP,True,NORMAL
GR002924,BK002924,J000044,Couple Demo Group 02924,2,COUPLE,True,NORMAL
GR002925,BK002925,J000044,Friends Demo Group 02925,4,FRIENDS,True,NORMAL
GR002926,BK002926,J000044,Family Demo Group 02926,2,FAMILY,True,NORMAL
GR002927,BK002927,J000044,Group Demo Group 02927,1,GROUP,True,NORMAL
GR002928,BK002928,J000044,Group Demo Group 02928,1,GROUP,True,NORMAL
GR002929,BK002929,J000044,Friends Demo Group 02929,4,FRIENDS,True,NORMAL
GR002930,BK002930,J000044,Group Demo Group 02930,1,GROUP,True,NORMAL
GR002931,BK002931,J000044,Group Demo Group 02931,4,GROUP,True,NORMAL
GR002932,BK002932,J000044,Couple Demo Group 02932,6,COUPLE,True,HIGH
GR002933,BK002933,J000044,Couple Demo Group 02933,5,COUPLE,True,NORMAL
GR002934,BK002934,J000044,Group Demo Group 02934,1,GROUP,True,NORMAL
GR002935,BK002935,J000044,Group Demo Group 02935,4,GROUP,True,NORMAL
GR002936,BK002936,J000044,Group Demo Group 02936,3,GROUP,True,NORMAL
GR002937,BK002937,J000044,Family Demo Group 02937,3,FAMILY,True,NORMAL
GR002938,BK002938,J000044,Family Demo Group 02938,2,FAMILY,True,NORMAL
GR002939,BK002939,J000044,Friends Demo Group 02939,2,FRIENDS,True,NORMAL
GR002940,BK002940,J000044,Couple Demo Group 02940,2,COUPLE,True,NORMAL
GR002941,BK002941,J000044,Group Demo Group 02941,1,GROUP,True,NORMAL
