preference_id,passenger_id,journey_id,preferred_berth_type,preferred_coach,willing_to_exchange,exchange_same_coach_only,exchange_same_class_only,special_note
PR0006954,P007384,J000038,LOWER,B1,True,True,True,
PR0006955,P007385,J000038,LOWER,B1,True,True,True,
PR0006956,P007386,J000038,LOWER,B3,True,True,True,
PR0006957,P007387,J000038,LOWER,,True,False,True,
PR0006958,P007388,J000038,LOWER,,False,False,True,
PR0006959,P007389,J000038,LOWER,,False,False,True,
PR0006960,P007390,J000038,LOWER,B2,True,True,True,Synthetic child is part of a family group.
PR0006961,P007391,J000038,LOWER,B2,True,True,True,
PR0006962,P007392,J000038,LOWER,B2,True,True,True,
PR0006963,P007393,J000038,LOWER,B2,True,True,True,
PR0006964,P007394,J000038,LOWER,B2,True,True,True,
PR0006965,P007395,J000038,LOWER,B2,True,True,True,
PR0006966,P007396,J000038,LOWER,B2,True,True,True,
PR0006967,P007397,J000038,LOWER,,True,False,True,
PR0006968,P007399,J000038,LOWER,,False,False,True,
PR0006969,P007400,J000038,LOWER,B1,True,True,False,
PR0006970,P007401,J000038,LOWER,B1,True,True,True,
PR0006971,P007402,J000038,LOWER,B1,True,True,True,
PR0006972,P007403,J000038,LOWER,B1,True,True,True,
PR0006973,P007404,J000038,LOWER,B1,True,True,True,
PR0006974,P007405,J000038,LOWER,B1,True,True,True,
PR0006975,P007406,J000038,LOWER,S1,True,True,True,
PR0006976,P007407,J000038,LOWER,,True,False,True,
PR0006977,P007408,J000038,LOWER,,False,False,True,
PR0006978,P007409,J000038,LOWER,,False,False,True,
PR0006979,P007410,J000038,LOWER,B1,True,True,True,
PR0006980,P007411,J000038,LOWER,B1,True,True,True,
PR0006981,P007412,J000038,LOWER,B1,True,True,True,
PR0006982,P007413,J000038,LOWER,B1,True,True,True,
PR0006983,P007414,J000038,LOWER,B1,True,True,True,
PR0006984,P007415,J000038,LOWER,B1,True,True,True,
PR0006985,P007416,J000038,LOWER,B1,True,True,True,
PR0006986,P007417,J000038,LOWER,,True,False,True,
PR0006987,P007418,J000038,LOWER,,False,False,True,
PR0006988,P007419,J000038,LOWER,,False,False,True,
PR0006989,P007420,J000038,LOWER,B1,True,True,False,
PR0006990,P007421,J000038,LOWER,B1,True,True,True,
PR0006991,P007422,J000038,LOWER,B3,True,True,True,
PR0006992,P007423,J000038,LOWER,B2,True,True,True,
PR0006993,P007424,J000038,LOWER,B2,True,True,True,
PR0006994,P007425,J000038,LOWER,B2,True,True,True,
PR0006995,P007426,J000038,LOWER,B2,True,True,True,
PR0006996,P007427,J000038,LOWER,,True,False,True,
PR0006997,P007428,J000038,LOWER,,False,False,True,
PR0006998,P007429,J000038,LOWER,,False,False,True,
PR0006999,P007430,J000038,LOWER,B2,True,True,True,
PR0007000,P007431,J000038,LOWER,B2,True,True,True,
PR0007001,P007432,J000038,LOWER,B2,True,True,True,
PR0007002,P007433,J000038,LOWER,B2,True,True,True,
PR0007003,P007434,J000038,LOWER,B3,True,True,True,
PR0007004,P007435,J000038,LOWER,B3,True,True,True,
PR0007005,P007443,J000038,LOWER,B3,True,True,True,
PR0007006,P007444,J000038,LOWER,B3,True,True,True,
PR0007007,P007445,J000038,LOWER,B3,True,True,True,
PR0007008,P007446,J000038,LOWER,B3,True,True,True,
PR0007009,P007447,J000038,LOWER,B1,True,False,True,Synthetic senior prefers lower berth.
PR0007010,P007448,J000038,LOWER,,False,False,True,
PR0007011,P007449,J000038,LOWER,,False,False,True,
PR0007012,P007450,J000038,LOWER,B3,True,True,True,
PR0007013,P007451,J000038,LOWER,B3,True,True,True,
PR0007014,P007452,J000038,LOWER,B2,True,True,True,
PR0007015,P007453,J000038,LOWER,B2,True,True,True,
PR0007016,P007454,J000038,LOWER,B2,True,True,True,
PR0007017,P007455,J000038,LOWER,B2,True,True,True,
PR0007018,P007456,J000038,LOWER,B2,True,True,True,
PR0007019,P007457,J000038,LOWER,,True,False,True,
PR0007020,P007458,J000038,LOWER,B2,False,False,True,
PR0007021,P007459,J000038,LOWER,,False,False,True,
PR0007022,P007460,J000038,LOWER,B3,True,True,False,
PR0007023,P007461,J000038,LOWER,B1,True,True,True,
PR0007024,P007462,J000038,LOWER,B1,True,True,True,
PR0007025,P007463,J000038,LOWER,B1,True,True,True,
PR0007026,P007464,J000038,LOWER,B1,True,True,True,
PR0007027,P007465,J000038,LOWER,S1,True,True,True,
PR0007028,P007466,J000038,LOWER,S1,True,True,True,
PR0007029,P007467,J000038,LOWER,,True,False,True,Synthetic child is part of a family group.
PR0007030,P007468,J000038,LOWER,,False,False,True,
PR0007031,P007469,J000038,LOWER,B1,False,False,True,
PR0007032,P007470,J000038,LOWER,B1,True,True,True,
PR0007033,P007471,J000038,LOWER,B1,True,True,True,
PR0007034,P007472,J000038,LOWER,B1,True,True,True,
PR0007035,P007473,J000038,LOWER,B1,True,True,True,
PR0007036,P007474,J000038,LOWER,B3,True,True,True,
PR0007037,P007475,J000038,LOWER,B3,True,True,True,
PR0007038,P007476,J000038,LOWER,B1,True,True,True,
PR0007039,P007477,J000038,LOWER,,True,False,True,
PR0007040,P007478,J000038,LOWER,,False,False,True,
PR0007041,P007479,J000038,LOWER,,False,False,True,
PR0007042,P007480,J000038,LOWER,B3,True,True,False,
PR0007043,P007481,J000038,LOWER,B3,True,True,True,
PR0007044,P007482,J000038,LOWER,B3,True,True,True,
PR0007045,P007483,J000038,LOWER,B3,True,True,True,
PR0007046,P007484,J000038,LOWER,B1,True,True,True,
PR0007047,P007485,J000038,LOWER,B1,True,True,True,
PR0007048,P007486,J000038,LOWER,B1,True,True,True,
PR0007049,P007487,J000038,LOWER,,True,False,True,
PR0007050,P007488,J000038,LOWER,,False,False,True,
PR0007051,P007489,J000038,LOWER,,False,False,True,
PR0007052,P007490,J000038,LOWER,B2,True,True,True,
PR0007053,P007491,J000038,LOWER,B2,True,True,True,
PR0007054,P007492,J000038,LOWER,B2,True,True,True,
PR0007055,P007493,J000038,LOWER,B2,True,True,True,
PR0007056,P007494,J000038,LOWER,B3,True,True,True,
PR0007057,P007495,J000038,LOWER,B3,True,True,True,
PR0007058,P007496,J000038,LOWER,B3,True,True,True,
PR0007059,P007498,J000038,LOWER,,False,False,True,
PR0007060,P007499,J000038,LOWER,,False,False,True,
PR0007061,P007500,J000038,LOWER,B1,True,True,False,
PR0007062,P007501,J000038,LOWER,B1,True,True,True,
PR0007063,P007502,J000038,LOWER,B3,True,True,True,
PR0007064,P007503,J000038,LOWER,B3,True,True,True,
PR0007065,P007504,J000038,LOWER,B3,True,True,True,
PR0007066,P007505,J000038,LOWER,B3,True,True,True,
PR0007067,P007506,J000038,LOWER,B3,True,True,True,
PR0007068,P007507,J000039,LOWER,,True,False,True,
PR0007069,P007508,J000039,LOWER,,False,False,True,
PR0007070,P007509,J000039,LOWER,,False,False,True,
PR0007071,P007510,J000039,LOWER,S1,True,True,True,
PR0007072,P007511,J000039,LOWER,B2,True,True,True,
PR0007073,P007512,J000039,LOWER,B2,True,True,True,
PR0007074,P007513,J000039,LOWER,B2,True,True,True,
PR0007075,P007514,J000039,LOWER,B2,True,True,True,
PR0007076,P007515,J000039,LOWER,B2,True,True,True,
PR0007077,P007516,J000039,LOWER,B2,True,True,True,
PR0007078,P007517,J000039,LOWER,,True,False,True,
PR0007079,P007518,J000039,LOWER,,False,False,True,
PR0007080,P007519,J000039,LOWER,,False,False,True,
PR0007081,P007520,J000039,LOWER,B1,True,True,False,
PR0007082,P007521,J000039,LOWER,B1,True,True,True,
PR0007083,P007522,J000039,LOWER,B1,True,True,True,
PR0007084,P007523,J000039,LOWER,B2,True,True,True,Synthetic senior prefers lower berth.
PR0007085,P007524,J000039,LOWER,B2,True,True,True,
PR0007086,P007525,J000039,LOWER,B2,True,True,True,
PR0007087,P007526,J000039,LOWER,B2,True,True,True,
PR0007088,P007527,J000039,LOWER,,True,False,True,
PR0007089,P007528,J000039,LOWER,,False,False,True,
PR0007090,P007529,J000039,LOWER,,False,False,True,
PR0007091,P007530,J000039,LOWER,B3,True,True,True,
PR0007092,P007531,J000039,LOWER,B2,True,True,True,
PR0007093,P007532,J000039,LOWER,B2,True,True,True,
PR0007094,P007533,J000039,LOWER,B2,True,True,True,
PR0007095,P007534,J000039,LOWER,B2,True,True,True,
PR0007096,P007535,J000039,LOWER,B3,True,True,True,
PR0007097,P007536,J000039,LOWER,S1,True,True,True,
PR0007098,P007537,J000039,LOWER,,True,False,True,
PR0007099,P007538,J000039,LOWER,,False,False,True,
PR0007100,P007539,J000039,LOWER,,False,False,True,
PR0007101,P007540,J000039,LOWER,B3,True,True,False,
PR0007102,P007541,J000039,LOWER,B1,True,True,True,
PR0007103,P007542,J000039,LOWER,B1,True,True,True,
PR0007104,P007543,J000039,LOWER,B1,True,True,True,
PR0007105,P007544,J000039,LOWER,B1,True,True,True,
PR0007106,P007545,J000039,LOWER,B1,True,True,True,
PR0007107,P007546,J000039,LOWER,B1,True,True,True,
PR0007108,P007547,J000039,LOWER,,True,False,True,
PR0007109,P007551,J000039,LOWER,B1,True,True,True,
PR0007110,P007552,J000039,LOWER,B1,True,True,True,
PR0007111,P007553,J000039,LOWER,B1,True,True,True,
PR0007112,P007554,J000039,LOWER,B1,True,True,True,
PR0007113,P007555,J000039,LOWER,B1,True,True,True,
PR0007114,P007556,J000039,LOWER,B1,True,True,True,
PR0007115,P007557,J000039,LOWER,B1,True,False,True,
PR0007116,P007558,J000039,LOWER,,False,False,True,
PR0007117,P007559,J000039,LOWER,,False,False,True,
PR0007118,P007560,J000039,LOWER,B1,True,True,False,
PR0007119,P007561,J000039,LOWER,B3,True,True,True,
PR0007120,P007562,J000039,LOWER,B3,True,True,True,
PR0007121,P007563,J000039,LOWER,S1,True,True,True,
PR0007122,P007564,J000039,LOWER,B2,True,True,True,
PR0007123,P007565,J000039,LOWER,B2,True,True,True,
PR0007124,P007566,J000039,LOWER,B2,True,True,True,
PR0007125,P007567,J000039,LOWER,,True,False,True,
PR0007126,P007568,J000039,LOWER,B2,False,False,True,
PR0007127,P007569,J000039,LOWER,,False,False,True,
PR0007128,P007570,J000039,LOWER,B1,True,True,True,
PR0007129,P007571,J000039,LOWER,B1,True,True,True,
PR0007130,P007572,J000039,LOWER,B1,True,True,True,
PR0007131,P007573,J000039,LOWER,B2,True,True,True,
PR0007132,P007574,J000039,LOWER,B2,True,True,True,
PR0007133,P007575,J000039,LOWER,B2,True,True,True,
PR0007134,P007576,J000039,LOWER,B2,True,True,True,
PR0007135,P007577,J000039,LOWER,,True,False,True,
PR0007136,P007578,J000039,LOWER,,False,False,True,
PR0007137,P007579,J000039,LOWER,B3,False,False,True,
PR0007138,P007580,J000039,LOWER,B3,True,True,False,
PR0007139,P007581,J000039,LOWER,B2,True,True,True,
PR0007140,P007582,J000039,LOWER,B2,True,True,True,
PR0007141,P007583,J000039,LOWER,B2,True,True,True,
PR0007142,P007584,J000039,LOWER,B2,True,True,True,
PR0007143,P007585,J000039,LOWER,B2,True,True,True,
PR0007144,P007586,J000039,LOWER,B2,True,True,True,
PR0007145,P007587,J000039,LOWER,,True,False,True,
PR0007146,P007588,J000039,LOWER,,False,False,True,
PR0007147,P007589,J000039,LOWER,,False,False,True,
PR0007148,P007590,J000039,LOWER,B1,True,True,True,
PR0007149,P007591,J000039,LOWER,B3,True,True,True,
PR0007150,P007592,J000039,LOWER,B3,True,True,True,
PR0007151,P007593,J000039,LOWER,B3,True,True,True,
PR0007152,P007595,J000039,LOWER,B3,True,True,True,
PR0007153,P007596,J000039,LOWER,B3,True,True,True,
PR0007154,P007597,J000039,LOWER,,True,False,True,
PR0007155,P007598,J000039,LOWER,,False,False,True,
PR0007156,P007599,J000039,LOWER,,False,False,True,
PR0007157,P007600,J000039,LOWER,B3,True,True,False,
PR0007158,P007601,J000039,LOWER,B1,True,True,True,
PR0007159,P007602,J000039,LOWER,B1,True,True,True,
PR0007160,P007603,J000039,LOWER,B1,True,True,True,
PR0007161,P007604,J000039,LOWER,B1,True,True,True,
PR0007162,P007605,J000039,LOWER,B2,True,True,True,
PR0007163,P007606,J000039,LOWER,B2,True,True,True,
PR0007164,P007607,J000039,LOWER,,True,False,True,
PR0007165,P007608,J000039,LOWER,,False,False,True,
PR0007166,P007609,J000039,LOWER,,False,False,True,
PR0007167,P007610,J000039,LOWER,B2,True,True,True,
PR0007168,P007611,J000039,LOWER,B2,True,True,True,
PR0007169,P007612,J000039,LOWER,B3,True,True,True,Synthetic senior prefers lower berth.
PR0007170,P007613,J000039,LOWER,B3,True,True,True,
PR0007171,P007614,J000039,LOWER,B1,True,True,True,
PR0007172,P007615,J000039,LOWER,B1,True,True,True,
PR0007173,P007616,J000039,LOWER,B1,True,True,True,
PR0007174,P007617,J000039,LOWER,,True,False,True,
PR0007175,P007618,J000039,LOWER,,False,False,True,
PR0007176,P007619,J000039,LOWER,,False,False,True,
PR0007177,P007620,J000039,LOWER,B2,True,True,False,
PR0007178,P007621,J000039,LOWER,B2,True,True,True,
PR0007179,P007622,J000039,LOWER,B3,True,True,True,
PR0007180,P007623,J000039,LOWER,B3,True,True,True,
PR0007181,P007624,J000039,LOWER,B3,True,True,True,
PR0007182,P007625,J000039,LOWER,B3,True,True,True,
PR0007183,P007626,J000039,LOWER,B2,True,True,True,
PR0007184,P007627,J000039,LOWER,,True,False,True,
PR0007185,P007628,J000039,LOWER,,False,False,True,
PR0007186,P007629,J000039,LOWER,,False,False,True,
PR0007187,P007630,J000039,LOWER,B2,True,True,True,
PR0007188,P007631,J000039,LOWER,B1,True,True,True,
PR0007189,P007632,J000039,LOWER,B1,True,True,True,
PR0007190,P007633,J000039,LOWER,B1,True,True,True,
PR0007191,P007634,J000039,LOWER,B1,True,True,True,
PR0007192,P007635,J000039,LOWER,B3,True,True,True,
PR0007193,P007636,J000039,LOWER,B3,True,True,True,
PR0007194,P007637,J000039,LOWER,,True,False,True,
PR0007195,P007638,J000039,LOWER,,False,False,True,
PR0007196,P007639,J000039,LOWER,,False,False,True,
PR0007197,P007640,J000039,LOWER,B2,True,True,False,
PR0007198,P007641,J000039,LOWER,B2,True,True,True,
PR0007199,P007642,J000039,LOWER,B2,True,True,True,
PR0007200,P007643,J000039,LOWER,B2,True,True,True,
PR0007201,P007644,J000039,LOWER,B2,True,True,True,
PR0007202,P007645,J000039,LOWER,B2,True,True,True,
PR0007203,P007646,J000039,LOWER,B2,True,True,True,
PR0007204,P007647,J000039,LOWER,,True,False,True,
PR0007205,P007648,J000039,LOWER,,False,False,True,
PR0007206,P007649,J000039,LOWER,,False,False,True,
PR0007207,P007650,J000039,LOWER,B1,True,True,True,
PR0007208,P007651,J000039,LOWER,S1,True,True,True,
PR0007209,P007652,J000039,LOWER,S1,True,True,True,
PR0007210,P007653,J000039,LOWER,B3,True,True,True,
PR0007211,P007654,J000039,LOWER,B3,True,True,True,
PR0007212,P007655,J000039,LOWER,B3,True,True,True,
PR0007213,P007656,J000039,LOWER,B3,True,True,True,
PR0007214,P007657,J000039,LOWER,,True,False,True,
PR0007215,P007658,J000039,LOWER,,False,False,True,
PR0007216,P007659,J000039,LOWER,,False,False,True,
PR0007217,P007660,J000039,LOWER,B1,True,True,False,
PR0007218,P007661,J000039,LOWER,B1,True,True,True,
PR0007219,P007662,J000039,LOWER,B3,True,True,True,
PR0007220,P007663,J000039,LOWER,B1,True,True,True,
PR0007221,P007664,J000039,LOWER,B1,True,True,True,
PR0007222,P007665,J000039,LOWER,B1,True,True,True,
PR0007223,P007666,J000039,LOWER,B1,True,True,True,
PR0007224,P007667,J000039,LOWER,B1,True,False,True,
PR0007225,P007668,J000039,LOWER,,False,False,True,
PR0007226,P007669,J000039,LOWER,,False,False,True,
PR0007227,P007670,J000039,LOWER,B1,True,True,True,
PR0007228,P007671,J000039,LOWER,B3,True,True,True,
PR0007229,P007676,J000039,LOWER,S1,True,True,True,
PR0007230,P007677,J000039,LOWER,,True,False,True,
PR0007231,P007678,J000039,LOWER,S1,False,False,True,
PR0007232,P007679,J000039,LOWER,,False,False,True,
PR0007233,P007680,J000039,LOWER,B1,True,True,False,
PR0007234,P007681,J000039,LOWER,B1,True,True,True,
PR0007235,P007682,J000039,LOWER,B1,True,True,True,
PR0007236,P007683,J000039,LOWER,B1,True,True,True,
PR0007237,P007684,J000039,LOWER,B1,True,True,True,
PR0007238,P007685,J000039,LOWER,B1,True,True,True,
PR0007239,P007686,J000039,LOWER,B1,True,True,True,
PR0007240,P007687,J000039,LOWER,,True,False,True,
PR0007241,P007688,J000039,LOWER,,False,False,True,
PR0007242,P007689,J000039,LOWER,B1,False,False,True,
PR0007243,P007690,J000039,LOWER,B1,True,True,True,
PR0007244,P007691,J000039,LOWER,B1,True,True,True,
PR0007245,P007692,J000039,LOWER,B3,True,True,True,
PR0007246,P007693,J000039,LOWER,B3,True,True,True,
PR0007247,P007694,J000039,LOWER,B2,True,True,True,
PR0007248,P007695,J000039,LOWER,B2,True,True,True,
PR0007249,P007696,J000039,LOWER,B2,True,True,True,
PR0007250,P007697,J000039,LOWER,,True,False,True,
PR0007251,P007698,J000039,LOWER,,False,False,True,
PR0007252,P007700,J000039,LOWER,B3,True,True,False,
PR0007253,P007701,J000039,LOWER,B3,True,True,True,
PR0007254,P007702,J000039,LOWER,B3,True,True,True,
PR0007255,P007703,J000039,LOWER,S1,True,True,True,Synthetic senior prefers lower berth.
PR0007256,P007704,J000039,LOWER,S1,True,True,True,
PR0007257,P007705,J000039,LOWER,B3,True,True,True,
PR0007258,P007706,J000039,LOWER,B1,True,True,True,
PR0007259,P007707,J000039,LOWER,,True,False,True,
PR0007260,P007708,J000039,LOWER,,False,False,True,
PR0007261,P007709,J000039,LOWER,,False,False,True,
PR0007262,P007710,J000039,LOWER,B2,True,True,True,
PR0007263,P007711,J000039,LOWER,B2,True,True,True,
PR0007264,P007712,J000039,LOWER,B2,True,True,True,
PR0007265,P007713,J000039,LOWER,B2,True,True,True,
PR0007266,P007714,J000039,LOWER,B2,True,True,True,
PR0007267,P007715,J000039,LOWER,B2,True,True,True,
PR0007268,P007716,J000039,LOWER,B2,True,True,True,
PR0007269,P007717,J000040,LOWER,,True,False,True,
PR0007270,P007718,J000040,LOWER,,False,False,True,
PR0007271,P007719,J000040,LOWER,,False,False,True,
PR0007272,P007720,J000040,LOWER,B2,True,True,False,
PR0007273,P007721,J000040,LOWER,B2,True,True,True,
PR0007274,P007722,J000040,LOWER,B2,True,True,True,
PR0007275,P007723,J000040,LOWER,B2,True,True,True,
PR0007276,P007724,J000040,LOWER,B2,True,True,True,
PR0007277,P007725,J000040,LOWER,B2,True,True,True,
PR0007278,P007726,J000040,LOWER,B2,True,True,True,
PR0007279,P007727,J000040,LOWER,,True,False,True,
PR0007280,P007728,J000040,LOWER,,False,False,True,
PR0007281,P007729,J000040,LOWER,,False,False,True,
PR0007282,P007730,J000040,LOWER,B1,True,True,True,
PR0007283,P007731,J000040,LOWER,B3,True,True,True,
PR0007284,P007732,J000040,LOWER,B2,True,True,True,
PR0007285,P007733,J000040,LOWER,B2,True,True,True,
PR0007286,P007734,J000040,LOWER,B2,True,True,True,
PR0007287,P007735,J000040,LOWER,B2,True,True,True,
PR0007288,P007736,J000040,LOWER,B2,True,True,True,
PR0007289,P007737,J000040,LOWER,,True,False,True,
PR0007290,P007738,J000040,LOWER,,False,False,True,
PR0007291,P007739,J000040,LOWER,,False,False,True,
PR0007292,P007740,J000040,LOWER,B1,True,True,False,Synthetic child is part of a family group.
PR0007293,P007741,J000040,LOWER,B1,True,True,True,
PR0007294,P007742,J000040,LOWER,B1,True,True,True,
PR0007295,P007743,J000040,LOWER,B1,True,True,True,
PR0007296,P007744,J000040,LOWER,B1,True,True,True,
PR0007297,P007745,J000040,LOWER,B1,True,True,True,
PR0007298,P007746,J000040,LOWER,B2,True,True,True,
PR0007299,P007747,J000040,LOWER,,True,False,True,
PR0007300,P007748,J000040,LOWER,,False,False,True,
PR0007301,P007749,J000040,LOWER,,False,False,True,
PR0007302,P007750,J000040,LOWER,B2,True,True,True,
PR0007303,P007751,J000040,LOWER,B3,True,True,True,
PR0007304,P007752,J000040,LOWER,B1,True,True,True,
PR0007305,P007753,J000040,LOWER,B1,True,True,True,
PR0007306,P007754,J000040,LOWER,B3,True,True,True,
PR0007307,P007755,J000040,LOWER,S1,True,True,True,
PR0007308,P007756,J000040,LOWER,S1,True,True,True,
PR0007309,P007757,J000040,LOWER,,True,False,True,
PR0007310,P007758,J000040,LOWER,,False,False,True,
PR0007311,P007759,J000040,LOWER,,False,False,True,
PR0007312,P007760,J000040,LOWER,B1,True,True,False,
PR0007313,P007761,J000040,LOWER,B1,True,True,True,
PR0007314,P007762,J000040,LOWER,B3,True,True,True,
PR0007315,P007763,J000040,LOWER,B3,True,True,True,
PR0007316,P007764,J000040,LOWER,B1,True,True,True,
PR0007317,P007765,J000040,LOWER,B1,True,True,True,
PR0007318,P007766,J000040,LOWER,B1,True,True,True,
PR0007319,P007767,J000040,LOWER,,True,False,True,
PR0007320,P007768,J000040,LOWER,,False,False,True,
PR0007321,P007769,J000040,LOWER,,False,False,True,
PR0007322,P007770,J000040,LOWER,B2,True,True,True,
PR0007323,P007771,J000040,LOWER,B2,True,True,True,
PR0007324,P007772,J000040,LOWER,B1,True,True,True,
PR0007325,P007773,J000040,LOWER,B1,True,True,True,
PR0007326,P007774,J000040,LOWER,B1,True,True,True,
PR0007327,P007775,J000040,LOWER,B3,True,True,True,
PR0007328,P007776,J000040,LOWER,B2,True,True,True,
PR0007329,P007777,J000040,LOWER,B2,True,False,True,
PR0007330,P007778,J000040,LOWER,,False,False,True,
PR0007331,P007779,J000040,LOWER,,False,False,True,
PR0007332,P007780,J000040,LOWER,B2,True,True,False,
PR0007333,P007781,J000040,LOWER,B2,True,True,True,
PR0007334,P007782,J000040,LOWER,S1,True,True,True,
PR0007335,P007783,J000040,LOWER,B1,True,True,True,
PR0007336,P007784,J000040,LOWER,B1,True,True,True,
PR0007337,P007785,J000040,LOWER,B1,True,True,True,
PR0007338,P007786,J000040,LOWER,B1,True,True,True,
PR0007339,P007787,J000040,LOWER,,True,False,True,Synthetic senior prefers lower berth.
PR0007340,P007788,J000040,LOWER,B1,False,False,True,
PR0007341,P007793,J000040,LOWER,B1,True,True,True,
PR0007342,P007794,J000040,LOWER,B1,True,True,True,
PR0007343,P007795,J000040,LOWER,B1,True,True,True,
PR0007344,P007796,J000040,LOWER,B1,True,True,True,
PR0007345,P007797,J000040,LOWER,,True,False,True,
PR0007346,P007798,J000040,LOWER,,False,False,True,
PR0007347,P007799,J000040,LOWER,B2,False,False,True,
PR0007348,P007800,J000040,LOWER,B2,True,True,False,
PR0007349,P007801,J000040,LOWER,B2,True,True,True,
PR0007350,P007802,J000040,LOWER,B2,True,True,True,
PR0007351,P007803,J000040,LOWER,B2,True,True,True,
PR0007352,P007804,J000040,LOWER,B2,True,True,True,
PR0007353,P007805,J000040,LOWER,B2,True,True,True,
PR0007354,P007806,J000040,LOWER,B2,True,True,True,
PR0007355,P007807,J000040,LOWER,,True,False,True,
PR0007356,P007808,J000040,LOWER,,False,False,True,
PR0007357,P007809,J000040,LOWER,,False,False,True,
PR0007358,P007810,J000040,LOWER,B2,True,True,True,
PR0007359,P007811,J000040,LOWER,B3,True,True,True,
PR0007360,P007812,J000040,LOWER,S1,True,True,True,
PR0007361,P007813,J000040,LOWER,S1,True,True,True,
PR0007362,P007814,J000040,LOWER,B2,True,True,True,
PR0007363,P007815,J000040,LOWER,B2,True,True,True,
PR0007364,P007816,J000040,LOWER,B2,True,True,True,
PR0007365,P007817,J000040,LOWER,,True,False,True,
PR0007366,P007818,J000040,LOWER,,False,False,True,
PR0007367,P007819,J000040,LOWER,,False,False,True,
PR0007368,P007820,J000040,LOWER,B1,True,True,False,
PR0007369,P007821,J000040,LOWER,B1,True,True,True,
PR0007370,P007822,J000040,LOWER,B1,True,True,True,
PR0007371,P007823,J000040,LOWER,B1,True,True,True,
PR0007372,P007824,J000040,LOWER,B1,True,True,True,
PR0007373,P007825,J000040,LOWER,B1,True,True,True,
PR0007374,P007826,J000040,LOWER,B1,True,True,True,
PR0007375,P007827,J000040,LOWER,,True,False,True,
PR0007376,P007828,J000040,LOWER,,False,False,True,
PR0007377,P007829,J000040,LOWER,,False,False,True,
PR0007378,P007830,J000040,LOWER,B1,True,True,True,
PR0007379,P007831,J000040,LOWER,B1,True,True,True,
PR0007380,P007832,J000040,LOWER,B3,True,True,True,
PR0007381,P007833,J000040,LOWER,B2,True,True,True,
PR0007382,P007834,J000040,LOWER,B2,True,True,True,
PR0007383,P007835,J000040,LOWER,B2,True,True,True,
PR0007384,P007836,J000040,LOWER,B2,True,True,True,
PR0007385,P007837,J000040,LOWER,,True,False,True,
PR0007386,P007838,J000040,LOWER,,False,False,True,
PR0007387,P007839,J000040,LOWER,,False,False,True,
PR0007388,P007840,J000040,LOWER,B3,True,True,False,
PR0007389,P007841,J000040,LOWER,B1,True,True,True,
PR0007390,P007842,J000040,LOWER,B1,True,True,True,
PR0007391,P007843,J000040,LOWER,B1,True,True,True,
PR0007392,P007844,J000040,LOWER,B1,True,True,True,
PR0007393,P007845,J000040,LOWER,B1,True,True,True,
PR0007394,P007846,J000040,LOWER,B3,True,True,True,
PR0007395,P007847,J000040,LOWER,,True,False,True,
PR0007396,P007848,J000040,LOWER,,False,False,True,
PR0007397,P007849,J000040,LOWER,,False,False,True,
PR0007398,P007850,J000040,LOWER,B3,True,True,True,
PR0007399,P007851,J000040,LOWER,B3,True,True,True,
PR0007400,P007852,J000040,LOWER,B2,True,True,True,
PR0007401,P007853,J000040,LOWER,B2,True,True,True,
PR0007402,P007854,J000040,LOWER,B2,True,True,True,
PR0007403,P007855,J000040,LOWER,B2,True,True,True,
PR0007404,P007856,J000040,LOWER,B2,True,True,True,
PR0007405,P007857,J000040,LOWER,,True,False,True,
PR0007406,P007858,J000040,LOWER,,False,False,True,
PR0007407,P007859,J000040,LOWER,,False,False,True,
PR0007408,P007860,J000040,LOWER,S1,True,True,False,
PR0007409,P007861,J000040,LOWER,S1,True,True,True,
PR0007410,P007862,J000040,LOWER,B1,True,True,True,
PR0007411,P007863,J000040,LOWER,B1,True,True,True,
PR0007412,P007864,J000040,LOWER,B1,True,True,True,
PR0007413,P007865,J000040,LOWER,B1,True,True,True,
PR0007414,P007866,J000040,LOWER,B2,True,True,True,
PR0007415,P007867,J000040,LOWER,,True,False,True,
PR0007416,P007868,J000040,LOWER,,False,False,True,
PR0007417,P007869,J000040,LOWER,,False,False,True,
PR0007418,P007870,J000040,LOWER,B2,True,True,True,
PR0007419,P007871,J000040,LOWER,B2,True,True,True,
PR0007420,P007872,J000040,LOWER,B3,True,True,True,
PR0007421,P007873,J000040,LOWER,B3,True,True,True,
PR0007422,P007874,J000040,LOWER,B3,True,True,True,
PR0007423,P007875,J000040,LOWER,B1,True,True,True,
PR0007424,P007876,J000040,LOWER,B1,True,True,True,
PR0007425,P007877,J000040,LOWER,,True,False,True,
PR0007426,P007878,J000040,LOWER,,False,False,True,
PR0007427,P007879,J000040,LOWER,,False,False,True,
PR0007428,P007880,J000040,LOWER,B1,True,True,False,
PR0007429,P007881,J000040,LOWER,B1,True,True,True,
PR0007430,P007882,J000040,LOWER,B1,True,True,True,
PR0007431,P007883,J000040,LOWER,B3,True,True,True,
PR0007432,P007884,J000040,LOWER,B1,True,True,True,
PR0007433,P007885,J000040,LOWER,B1,True,True,True,
PR0007434,P007886,J000040,LOWER,B1,True,True,True,
PR0007435,P007889,J000040,LOWER,,False,False,True,
PR0007436,P007890,J000040,LOWER,B1,True,True,True,
PR0007437,P007891,J000040,LOWER,B1,True,True,True,
PR0007438,P007892,J000040,LOWER,B3,True,True,True,
