seat_id,coach_id,coach_number,seat_number,berth_type,row_number,position,is_window,is_aisle
SE0006690,CO000100,C2,20,CHAIR,7,MIDDLE,False,False
SE0006691,CO000100,C2,21,CHAIR,7,AISLE,False,True
SE0006692,CO000100,C2,22,CHAIR,8,WINDOW,True,False
SE0006693,CO000100,C2,23,CHAIR,8,MIDDLE,False,False
SE0006694,CO000100,C2,24,CHAIR,8,AISLE,False,True
SE0006695,CO000100,C2,25,CHAIR,9,WINDOW,True,False
SE0006696,CO000100,C2,26,CHAIR,9,MIDDLE,False,False
SE0006697,CO000100,C2,27,CHAIR,9,AISLE,False,True
SE0006698,CO000100,C2,28,CHAIR,10,WINDOW,True,False
SE0006699,CO000100,C2,29,CHAIR,10,MIDDLE,False,False
SE0006700,CO000100,C2,30,CHAIR,10,AISLE,False,True
SE0006701,CO000100,C2,31,CHAIR,11,WINDOW,True,False
SE0006702,CO000100,C2,32,CHAIR,11,MIDDLE,False,False
SE0006703,CO000100,C2,33,CHAIR,11,AISLE,False,True
SE0006704,CO000100,C2,34,CHAIR,12,WINDOW,True,False
SE0006705,CO000100,C2,35,CHAIR,12,MIDDLE,False,False
SE0006706,CO000100,C2,36,CHAIR,12,AISLE,False,True
SE0006707,CO000100,C2,37,CHAIR,13,WINDOW,True,False
SE0006708,CO000100,C2,38,CHAIR,13,MIDDLE,False,False
SE0006709,CO000100,C2,39,CHAIR,13,AISLE,False,True
SE0006710,CO000100,C2,40,CHAIR,14,WINDOW,True,False
SE0006711,CO000100,C2,41,CHAIR,14,MIDDLE,False,False
SE0006712,CO000100,C2,42,CHAIR,14,AISLE,False,True
SE0006713,CO000100,C2,43,CHAIR,15,WINDOW,True,False
SE0006714,CO000100,C2,44,CHAIR,15,MIDDLE,False,False
SE0006715,CO000100,C2,45,CHAIR,15,AISLE,False,True
SE0006716,CO000100,C2,46,CHAIR,16,WINDOW,True,False
SE0006717,CO000100,C2,47,CHAIR,16,MIDDLE,False,False
SE0006718,CO000100,C2,48,CHAIR,16,AISLE,False,True
SE0006719,CO000100,C2,49,CHAIR,17,WINDOW,True,False
SE0006720,CO000100,C2,50,CHAIR,17,MIDDLE,False,False
SE0006721,CO000100,C2,51,CHAIR,17,AISLE,False,True
SE0006722,CO000100,C2,52,CHAIR,18,WINDOW,True,False
SE0006723,CO000100,C2,53,CHAIR,18,MIDDLE,False,False
SE0006724,CO000100,C2,54,CHAIR,18,AISLE,False,True
SE0006725,CO000100,C2,55,CHAIR,19,WINDOW,True,False
SE0006726,CO000100,C2,56,CHAIR,19,MIDDLE,False,False
SE0006727,CO000100,C2,57,CHAIR,19,AISLE,False,True
SE0006728,CO000100,C2,58,CHAIR,20,WINDOW,True,False
SE0006729,CO000100,C2,59,CHAIR,20,MIDDLE,False,False
SE0006730,CO000100,C2,60,CHAIR,20,AISLE,False,True
SE0006731,CO000100,C2,61,CHAIR,21,WINDOW,True,False
SE0006732,CO000100,C2,62,CHAIR,21,MIDDLE,False,False
SE0006733,CO000100,C2,63,CHAIR,21,AISLE,False,True
SE0006734,CO000100,C2,64,CHAIR,22,WINDOW,True,False
SE0006735,CO000100,C2,65,CHAIR,22,MIDDLE,False,False
SE0006736,CO000100,C2,66,CHAIR,22,AISLE,False,True
SE0006737,CO000100,C2,67,CHAIR,23,WINDOW,True,False
SE0006738,CO000100,C2,68,CHAIR,23,MIDDLE,False,False
SE0006739,CO000100,C2,69,CHAIR,23,AISLE,False,True
SE0006740,CO000100,C2,70,CHAIR,24,WINDOW,True,False
SE0006741,CO000100,C2,71,CHAIR,24,MIDDLE,False,False
SE0006742,CO000100,C2,72,CHAIR,24,AISLE,False,True
SE0006743,CO000100,C2,73,CHAIR,25,WINDOW,True,False
SE0006744,CO000100,C2,74,CHAIR,25,MIDDLE,False,False
SE0006745,CO000100,C2,75,CHAIR,25,AISLE,False,True
SE0006746,CO000100,C2,76,CHAIR,26,WINDOW,True,False
SE0006747,CO000100,C2,77,CHAIR,26,MIDDLE,False,False
SE0006748,CO000100,C2,78,CHAIR,26,AISLE,False,True
SE0006749,CO000101,C3,1,CHAIR,1,WINDOW,True,False
SE0006750,CO000101,C3,2,CHAIR,1,MIDDLE,False,False
SE0006751,CO000101,C3,3,CHAIR,1,AISLE,False,True
SE0006752,CO000101,C3,4,CHAIR,2,WINDOW,True,False
SE0006753,CO000101,C3,5,CHAIR,2,MIDDLE,False,False
SE0006754,CO000101,C3,6,CHAIR,2,AISLE,False,True
SE0006755,CO000101,C3,7,CHAIR,3,WINDOW,True,False
SE0006756,CO000101,C3,8,CHAIR,3,MIDDLE,False,False
SE0006757,CO000101,C3,9,CHAIR,3,AISLE,False,True
SE0006758,CO000101,C3,10,CHAIR,4,WINDOW,True,False
SE0006759,CO000101,C3,11,CHAIR,4,MIDDLE,False,False
SE0006760,CO000101,C3,12,CHAIR,4,AISLE,False,True
SE0006761,CO000101,C3,13,CHAIR,5,WINDOW,True,False
SE0006762,CO000101,C3,14,CHAIR,5,MIDDLE,False,False
SE0006763,CO000101,C3,15,CHAIR,5,AISLE,False,True
SE0006764,CO000101,C3,16,CHAIR,6,WINDOW,True,False
SE0006765,CO000101,C3,17,CHAIR,6,MIDDLE,False,False
SE0006766,CO000101,C3,18,CHAIR,6,AISLE,False,True
SE0006767,CO000101,C3,19,CHAIR,7,WINDOW,True,False
SE0006768,CO000101,C3,20,CHAIR,7,MIDDLE,False,False
SE0006769,CO000101,C3,21,CHAIR,7,AISLE,False,True
SE0006770,CO000101,C3,22,CHAIR,8,WINDOW,True,False
SE0006771,CO000101,C3,23,CHAIR,8,MIDDLE,False,False
SE0006772,CO000101,C3,24,CHAIR,8,AISLE,False,True
SE0006773,CO000101,C3,25,CHAIR,9,WINDOW,True,False
SE0006774,CO000101,C3,26,CHAIR,9,MIDDLE,False,False
SE0006775,CO000101,C3,27,CHAIR,9,AISLE,False,True
SE0006776,CO000101,C3,28,CHAIR,10,WINDOW,True,False
SE0006777,CO000101,C3,29,CHAIR,10,MIDDLE,False,False
SE0006778,CO000101,C3,30,CHAIR,10,AISLE,False,True
SE0006779,CO000101,C3,31,CHAIR,11,WINDOW,True,False
SE0006780,CO000101,C3,32,CHAIR,11,MIDDLE,False,False
SE0006781,CO000101,C3,33,CHAIR,11,AISLE,False,True
SE0006782,CO000101,C3,34,CHAIR,12,WINDOW,True,False
SE0006783,CO000101,C3,35,CHAIR,12,MIDDLE,False,False
SE0006784,CO000101,C3,36,CHAIR,12,AISLE,False,True
SE0006785,CO000101,C3,37,CHAIR,13,WINDOW,True,False
SE0006786,CO000101,C3,38,CHAIR,13,MIDDLE,False,False
SE0006787,CO000101,C3,39,CHAIR,13,AISLE,False,True
SE0006788,CO000101,C3,40,CHAIR,14,WINDOW,True,False
SE0006789,CO000101,C3,41,CHAIR,14,MIDDLE,False,False
SE0006790,CO000101,C3,42,CHAIR,14,AISLE,False,True
SE0006791,CO000101,C3,43,CHAIR,15,WINDOW,True,False
SE0006792,CO000101,C3,44,CHAIR,15,MIDDLE,False,False
SE0006793,CO000101,C3,45,CHAIR,15,AISLE,False,True
SE0006794,CO000101,C3,46,CHAIR,16,WINDOW,True,False
SE0006795,CO000101,C3,47,CHAIR,16,MIDDLE,False,False
SE0006796,CO000101,C3,48,CHAIR,16,AISLE,False,True
SE0006797,CO000101,C3,49,CHAIR,17,WINDOW,True,False
SE0006798,CO000101,C3,50,CHAIR,17,MIDDLE,False,False
SE0006799,CO000101,C3,51,CHAIR,17,AISLE,False,True
SE0006800,CO000101,C3,52,CHAIR,18,WINDOW,True,False
SE0006801,CO000101,C3,53,CHAIR,18,MIDDLE,False,False
SE0006802,CO000101,C3,54,CHAIR,18,AISLE,False,True
SE0006803,CO000101,C3,55,CHAIR,19,WINDOW,True,False
SE0006804,CO000101,C3,56,CHAIR,19,MIDDLE,False,False
SE0006805,CO000101,C3,57,CHAIR,19,AISLE,False,True
SE0006806,CO000101,C3,58,CHAIR,20,WINDOW,True,False
SE0006807,CO000101,C3,59,CHAIR,20,MIDDLE,False,False
SE0006808,CO000101,C3,60,CHAIR,20,AISLE,False,True
SE0006809,CO000101,C3,61,CHAIR,21,WINDOW,True,False
SE0006810,CO000101,C3,62,CHAIR,21,MIDDLE,False,False
SE0006811,CO000101,C3,63,CHAIR,21,AISLE,False,True
SE0006812,CO000101,C3,64,CHAIR,22,WINDOW,True,False
SE0006813,CO000101,C3,65,CHAIR,22,MIDDLE,False,False
SE0006814,CO000101,C3,66,CHAIR,22,AISLE,False,True
SE0006815,CO000101,C3,67,CHAIR,23,WINDOW,True,False
SE0006816,CO000101,C3,68,CHAIR,23,MIDDLE,False,False
SE0006817,CO000101,C3,69,CHAIR,23,AISLE,False,True
SE0006818,CO000101,C3,70,CHAIR,24,WINDOW,True,False
SE0006819,CO000101,C3,71,CHAIR,24,MIDDLE,False,False
SE0006820,CO000101,C3,72,CHAIR,24,AISLE,False,True
SE0006821,CO000101,C3,73,CHAIR,25,WINDOW,True,False
SE0006822,CO000101,C3,74,CHAIR,25,MIDDLE,False,False
SE0006823,CO000101,C3,75,CHAIR,25,AISLE,False,True
SE0006824,CO000101,C3,76,CHAIR,26,WINDOW,True,False
SE0006825,CO000101,C3,77,CHAIR,26,MIDDLE,False,False
SE0006826,CO000101,C3,78,CHAIR,26,AISLE,False,True
SE0006827,CO000102,C4,1,CHAIR,1,WINDOW,True,False
SE0006828,CO000102,C4,2,CHAIR,1,MIDDLE,False,False
SE0006829,CO000102,C4,3,CHAIR,1,AISLE,False,True
SE0006830,CO000102,C4,4,CHAIR,2,WINDOW,True,False
SE0006831,CO000102,C4,5,CHAIR,2,MIDDLE,False,False
SE0006832,CO000102,C4,6,CHAIR,2,AISLE,False,True
SE0006833,CO000102,C4,7,CHAIR,3,WINDOW,True,False
SE0006834,CO000102,C4,8,CHAIR,3,MIDDLE,False,False
SE0006835,CO000102,C4,9,CHAIR,3,AISLE,False,True
SE0006836,CO000102,C4,10,CHAIR,4,WINDOW,True,False
SE0006837,CO000102,C4,11,CHAIR,4,MIDDLE,False,False
SE0006838,CO000102,C4,12,CHAIR,4,AISLE,False,True
SE0006839,CO000102,C4,13,CHAIR,5,WINDOW,True,False
SE0006840,CO000102,C4,14,CHAIR,5,MIDDLE,False,False
SE0006841,CO000102,C4,15,CHAIR,5,AISLE,False,True
SE0006842,CO000102,C4,16,CHAIR,6,WINDOW,True,False
SE0006843,CO000102,C4,17,CHAIR,6,MIDDLE,False,False
SE0006844,CO000102,C4,18,CHAIR,6,AISLE,False,True
SE0006845,CO000102,C4,19,CHAIR,7,WINDOW,True,False
SE0006846,CO000102,C4,20,CHAIR,7,MIDDLE,False,False
SE0006847,CO000102,C4,21,CHAIR,7,AISLE,False,True
SE0006848,CO000102,C4,22,CHAIR,8,WINDOW,True,False
SE0006849,CO000102,C4,23,CHAIR,8,MIDDLE,False,False
SE0006850,CO000102,C4,24,CHAIR,8,AISLE,False,True
SE0006851,CO000102,C4,25,CHAIR,9,WINDOW,True,False
SE0006852,CO000102,C4,26,CHAIR,9,MIDDLE,False,False
SE0006853,CO000102,C4,27,CHAIR,9,AISLE,False,True
SE0006854,CO000102,C4,28,CHAIR,10,WINDOW,True,False
SE0006855,CO000102,C4,29,CHAIR,10,MIDDLE,False,False
SE0006856,CO000102,C4,30,CHAIR,10,AISLE,False,True
SE0006857,CO000102,C4,31,CHAIR,11,WINDOW,True,False
SE0006858,CO000102,C4,32,CHAIR,11,MIDDLE,False,False
SE0006859,CO000102,C4,33,CHAIR,11,AISLE,False,True
SE0006860,CO000102,C4,34,CHAIR,12,WINDOW,True,False
SE0006861,CO000102,C4,35,CHAIR,12,MIDDLE,False,False
SE0006862,CO000102,C4,36,CHAIR,12,AISLE,False,True
SE0006863,CO000102,C4,37,CHAIR,13,WINDOW,True,False
SE0006864,CO000102,C4,38,CHAIR,13,MIDDLE,False,False
SE0006865,CO000102,C4,39,CHAIR,13,AISLE,False,True
SE0006866,CO000102,C4,40,CHAIR,14,WINDOW,True,False
SE0006867,CO000102,C4,41,CHAIR,14,MIDDLE,False,False
SE0006868,CO000102,C4,42,CHAIR,14,AISLE,False,True
SE0006869,CO000102,C4,43,CHAIR,15,WINDOW,True,False
SE0006870,CO000102,C4,44,CHAIR,15,MIDDLE,False,False
SE0006871,CO000102,C4,45,CHAIR,15,AISLE,False,True
SE0006872,CO000102,C4,46,CHAIR,16,WINDOW,True,False
SE0006873,CO000102,C4,47,CHAIR,16,MIDDLE,False,False
SE0006874,CO000102,C4,48,CHAIR,16,AISLE,False,True
SE0006875,CO000102,C4,49,CHAIR,17,WINDOW,True,False
SE0006876,CO000102,C4,50,CHAIR,17,MIDDLE,False,False
SE0006877,CO000102,C4,51,CHAIR,17,AISLE,False,True
SE0006878,CO000102,C4,52,CHAIR,18,WINDOW,True,False
SE0006879,CO000102,C4,53,CHAIR,18,MIDDLE,False,False
SE0006880,CO000102,C4,54,CHAIR,18,AISLE,False,True
SE0006881,CO000102,C4,55,CHAIR,19,WINDOW,True,False
SE0006882,CO000102,C4,56,CHAIR,19,MIDDLE,False,False
SE0006883,CO000102,C4,57,CHAIR,19,AISLE,False,True
SE0006884,CO000102,C4,58,CHAIR,20,WINDOW,True,False
SE0006885,CO000102,C4,59,CHAIR,20,MIDDLE,False,False
SE0006886,CO000102,C4,60,CHAIR,20,AISLE,False,True
SE0006887,CO000102,C4,61,CHAIR,21,WINDOW,True,False
SE0006888,CO000102,C4,62,CHAIR,21,MIDDLE,False,False
SE0006889,CO000102,C4,63,CHAIR,21,AISLE,False,True
SE0006890,CO000102,C4,64,CHAIR,22,WINDOW,True,False
SE0006891,CO000102,C4,65,CHAIR,22,MIDDLE,False,False
SE0006892,CO000102,C4,66,CHAIR,22,AISLE,False,True
SE0006893,CO000102,C4,67,CHAIR,23,WINDOW,True,False
SE0006894,CO000102,C4,68,CHAIR,23,MIDDLE,False,False
SE0006895,CO000102,C4,69,CHAIR,23,AISLE,False,True
SE0006896,CO000102,C4,70,CHAIR,24,WINDOW,True,False
SE0006897,CO000102,C4,71,CHAIR,24,MIDDLE,False,False
SE0006898,CO000102,C4,72,CHAIR,24,AISLE,False,True
SE0006899,CO000102,C4,73,CHAIR,25,WINDOW,True,False
SE0006900,CO000102,C4,74,CHAIR,25,MIDDLE,False,False
SE0006901,CO000102,C4,75,CHAIR,25,AISLE,False,True
SE0006902,CO000102,C4,76,CHAIR,26,WINDOW,True,False
SE0006903,CO000102,C4,77,CHAIR,26,MIDDLE,False,False
SE0006904,CO000102,C4,78,CHAIR,26,AISLE,False,True
SE0006905,CO000103,C5,1,CHAIR,1,WINDOW,True,False
SE0006906,CO000103,C5,2,CHAIR,1,MIDDLE,False,False
SE0006907,CO000103,C5,3,CHAIR,1,AISLE,False,True
SE0006908,CO000103,C5,4,CHAIR,2,WINDOW,True,False
SE0006909,CO000103,C5,5,CHAIR,2,MIDDLE,False,False
SE0006910,CO000103,C5,6,CHAIR,2,AISLE,False,True
SE0006911,CO000103,C5,7,CHAIR,3,WINDOW,True,False
SE0006912,CO000103,C5,8,CHAIR,3,MIDDLE,False,False
SE0006913,CO000103,C5,9,CHAIR,3,AISLE,False,True
SE0006914,CO000103,C5,10,CHAIR,4,WINDOW,True,False
SE0006915,CO000103,C5,11,CHAIR,4,MIDDLE,False,False
SE0006916,CO000103,C5,12,CHAIR,4,AISLE,False,True
SE0006917,CO000103,C5,13,CHAIR,5,WINDOW,True,False
SE0006918,CO000103,C5,14,CHAIR,5,MIDDLE,False,False
SE0006919,CO000103,C5,15,CHAIR,5,AISLE,False,True
SE0006920,CO000103,C5,16,CHAIR,6,WINDOW,True,False
SE0006921,CO000103,C5,17,CHAIR,6,MIDDLE,False,False
SE0006922,CO000103,C5,18,CHAIR,6,AISLE,False,True
SE0006923,CO000103,C5,19,CHAIR,7,WINDOW,True,False
SE0006924,CO000103,C5,20,CHAIR,7,MIDDLE,False,False
SE0006925,CO000103,C5,21,CHAIR,7,AISLE,False,True
SE0006926,CO000103,C5,22,CHAIR,8,WINDOW,True,False
SE0006927,CO000103,C5,23,CHAIR,8,MIDDLE,False,False
SE0006928,CO000103,C5,24,CHAIR,8,AISLE,False,True
SE0006929,CO000103,C5,25,CHAIR,9,WINDOW,True,False
SE0006930,CO000103,C5,26,CHAIR,9,MIDDLE,False,False
SE0006931,CO000103,C5,27,CHAIR,9,AISLE,False,True
SE0006932,CO000103,C5,28,CHAIR,10,WINDOW,True,False
SE0006933,CO000103,C5,29,CHAIR,10,MIDDLE,False,False
SE0006934,CO000103,C5,30,CHAIR,10,AISLE,False,True
SE0006935,CO000103,C5,31,CHAIR,11,WINDOW,True,False
SE0006936,CO000103,C5,32,CHAIR,11,MIDDLE,False,False
SE0006937,CO000103,C5,33,CHAIR,11,AISLE,False,True
SE0006938,CO000103,C5,34,CHAIR,12,WINDOW,True,False
SE0006939,CO000103,C5,35,CHAIR,12,MIDDLE,False,False
SE0006940,CO000103,C5,36,CHAIR,12,AISLE,False,True
SE0006941,CO000103,C5,37,CHAIR,13,WINDOW,True,False
SE0006942,CO000103,C5,38,CHAIR,13,MIDDLE,False,False
SE0006943,CO000103,C5,39,CHAIR,13,AISLE,False,True
SE0006944,CO000103,C5,40,CHAIR,14,WINDOW,True,False
SE0006945,CO000103,C5,41,CHAIR,14,MIDDLE,False,False
SE0006946,CO000103,C5,42,CHAIR,14,AISLE,False,True
SE0006947,CO000103,C5,43,CHAIR,15,WINDOW,True,False
SE0006948,CO000103,C5,44,CHAIR,15,MIDDLE,False,False
SE0006949,CO000103,C5,45,CHAIR,15,AISLE,False,True
SE0006950,CO000103,C5,46,CHAIR,16,WINDOW,True,False
SE0006951,CO000103,C5,47,CHAIR,16,MIDDLE,False,False
SE0006952,CO000103,C5,48,CHAIR,16,AISLE,False,True
SE0006953,CO000103,C5,49,CHAIR,17,WINDOW,True,False
SE0006954,CO000103,C5,50,CHAIR,17,MIDDLE,False,False
SE0006955,CO000103,C5,51,CHAIR,17,AISLE,False,True
SE0006956,CO000103,C5,52,CHAIR,18,WINDOW,True,False
SE0006957,CO000103,C5,53,CHAIR,18,MIDDLE,False,False
SE0006958,CO000103,C5,54,CHAIR,18,AISLE,False,True
SE0006959,CO000103,C5,55,CHAIR,19,WINDOW,True,False
SE0006960,CO000103,C5,56,CHAIR,19,MIDDLE,False,False
SE0006961,CO000103,C5,57,CHAIR,19,AISLE,False,True
SE0006962,CO000103,C5,58,CHAIR,20,WINDOW,True,False
SE0006963,CO000103,C5,59,CHAIR,20,MIDDLE,False,False
SE0006964,CO000103,C5,60,CHAIR,20,AISLE,False,True
SE0006965,CO000103,C5,61,CHAIR,21,WINDOW,True,False
SE0006966,CO000103,C5,62,CHAIR,21,MIDDLE,False,False
SE0006967,CO000103,C5,63,CHAIR,21,AISLE,False,True
SE0006968,CO000103,C5,64,CHAIR,22,WINDOW,True,False
SE0006969,CO000103,C5,65,CHAIR,22,MIDDLE,False,False
SE0006970,CO000103,C5,66,CHAIR,22,AISLE,False,True
SE0006971,CO000103,C5,67,CHAIR,23,WINDOW,True,False
SE0006972,CO000103,C5,68,CHAIR,23,MIDDLE,False,False
SE0006973,CO000103,C5,69,CHAIR,23,AISLE,False,True
SE0006974,CO000103,C5,70,CHAIR,24,WINDOW,True,False
SE0006975,CO000103,C5,71,CHAIR,24,MIDDLE,False,False
SE0006976,CO000103,C5,72,CHAIR,24,AISLE,False,True
SE0006977,CO000103,C5,73,CHAIR,25,WINDOW,True,False
SE0006978,CO000103,C5,74,CHAIR,25,MIDDLE,False,False
SE0006979,CO000103,C5,75,CHAIR,25,AISLE,False,True
SE0006980,CO000103,C5,76,CHAIR,26,WINDOW,True,False
SE0006981,CO000103,C5,77,CHAIR,26,MIDDLE,False,False
SE0006982,CO000103,C5,78,CHAIR,26,AISLE,False,True
SE0006983,CO000104,C6,1,CHAIR,1,WINDOW,True,False
SE0006984,CO000104,C6,2,CHAIR,1,MIDDLE,False,False
SE0006985,CO000104,C6,3,CHAIR,1,AISLE,False,True
SE0006986,CO000104,C6,4,CHAIR,2,WINDOW,True,False
SE0006987,CO000104,C6,5,CHAIR,2,MIDDLE,False,False
SE0006988,CO000104,C6,6,CHAIR,2,AISLE,False,True
SE0006989,CO000104,C6,7,CHAIR,3,WINDOW,True,False
SE0006990,CO000104,C6,8,CHAIR,3,MIDDLE,False,False
SE0006991,CO000104,C6,9,CHAIR,3,AISLE,False,True
SE0006992,CO000104,C6,10,CHAIR,4,WINDOW,True,False
SE0006993,CO000104,C6,11,CHAIR,4,MIDDLE,False,False
SE0006994,CO000104,C6,12,CHAIR,4,AISLE,False,True
SE0006995,CO000104,C6,13,CHAIR,5,WINDOW,True,False
SE0006996,CO000104,C6,14,CHAIR,5,MIDDLE,False,False
SE0006997,CO000104,C6,15,CHAIR,5,AISLE,False,True
SE0006998,CO000104,C6,16,CHAIR,6,WINDOW,True,False
SE0006999,CO000104,C6,17,CHAIR,6,MIDDLE,False,False
SE0007000,CO000104,C6,18,CHAIR,6,AISLE,False,True
SE0007001,CO000104,C6,19,CHAIR,7,WINDOW,True,False
SE0007002,CO000104,C6,20,CHAIR,7,MIDDLE,False,False
SE0007003,CO000104,C6,21,CHAIR,7,AISLE,False,True
SE0007004,CO000104,C6,22,CHAIR,8,WINDOW,True,False
SE0007005,CO000104,C6,23,CHAIR,8,MIDDLE,False,False
SE0007006,CO000104,C6,24,CHAIR,8,AISLE,False,True
SE0007007,CO000104,C6,25,CHAIR,9,WINDOW,True,False
SE0007008,CO000104,C6,26,CHAIR,9,MIDDLE,False,False
SE0007009,CO000104,C6,27,CHAIR,9,AISLE,False,True
SE0007010,CO000104,C6,28,CHAIR,10,WINDOW,True,False
SE0007011,CO000104,C6,29,CHAIR,10,MIDDLE,False,False
SE0007012,CO000104,C6,30,CHAIR,10,AISLE,False,True
SE0007013,CO000104,C6,31,CHAIR,11,WINDOW,True,False
SE0007014,CO000104,C6,32,CHAIR,11,MIDDLE,False,False
SE0007015,CO000104,C6,33,CHAIR,11,AISLE,False,True
SE0007016,CO000104,C6,34,CHAIR,12,WINDOW,True,False
SE0007017,CO000104,C6,35,CHAIR,12,MIDDLE,False,False
SE0007018,CO000104,C6,36,CHAIR,12,AISLE,False,True
SE0007019,CO000104,C6,37,CHAIR,13,WINDOW,True,False
SE0007020,CO000104,C6,38,CHAIR,13,MIDDLE,False,False
SE0007021,CO000104,C6,39,CHAIR,13,AISLE,False,True
SE0007022,CO000104,C6,40,CHAIR,14,WINDOW,True,False
SE0007023,CO000104,C6,41,CHAIR,14,MIDDLE,False,False
SE0007024,CO000104,C6,42,CHAIR,14,AISLE,False,True
SE0007025,CO000104,C6,43,CHAIR,15,WINDOW,True,False
SE0007026,CO000104,C6,44,CHAIR,15,MIDDLE,False,False
SE0007027,CO000104,C6,45,CHAIR,15,AISLE,False,True
SE0007028,CO000104,C6,46,CHAIR,16,WINDOW,True,False
SE0007029,CO000104,C6,47,CHAIR,16,MIDDLE,False,False
SE0007030,CO000104,C6,48,CHAIR,16,AISLE,False,True
SE0007031,CO000104,C6,49,CHAIR,17,WINDOW,True,False
SE0007032,CO000104,C6,50,CHAIR,17,MIDDLE,False,False
SE0007033,CO000104,C6,51,CHAIR,17,AISLE,False,True
SE0007034,CO000104,C6,52,CHAIR,18,WINDOW,True,False
SE0007035,CO000104,C6,53,CHAIR,18,MIDDLE,False,False
SE0007036,CO000104,C6,54,CHAIR,18,AISLE,False,True
SE0007037,CO000104,C6,55,CHAIR,19,WINDOW,True,False
SE0007038,CO000104,C6,56,CHAIR,19,MIDDLE,False,False
SE0007039,CO000104,C6,57,CHAIR,19,AISLE,False,True
SE0007040,CO000104,C6,58,CHAIR,20,WINDOW,True,False
SE0007041,CO000104,C6,59,CHAIR,20,MIDDLE,False,False
SE0007042,CO000104,C6,60,CHAIR,20,AISLE,False,True
SE0007043,CO000104,C6,61,CHAIR,21,WINDOW,True,False
SE0007044,CO000104,C6,62,CHAIR,21,MIDDLE,False,False
SE0007045,CO000104,C6,63,CHAIR,21,AISLE,False,True
SE0007046,CO000104,C6,64,CHAIR,22,WINDOW,True,False
SE0007047,CO000104,C6,65,CHAIR,22,MIDDLE,False,False
SE0007048,CO000104,C6,66,CHAIR,22,AISLE,False,True
SE0007049,CO000104,C6,67,CHAIR,23,WINDOW,True,False
SE0007050,CO000104,C6,68,CHAIR,23,MIDDLE,False,False
SE0007051,CO000104,C6,69,CHAIR,23,AISLE,False,True
SE0007052,CO000104,C6,70,CHAIR,24,WINDOW,True,False
SE0007053,CO000104,C6,71,CHAIR,24,MIDDLE,False,False
SE0007054,CO000104,C6,72,CHAIR,24,AISLE,False,True
SE0007055,CO000104,C6,73,CHAIR,25,WINDOW,True,False
SE0007056,CO000104,C6,74,CHAIR,25,MIDDLE,False,False
SE0007057,CO000104,C6,75,CHAIR,25,AISLE,False,True
SE0007058,CO000104,C6,76,CHAIR,26,WINDOW,True,False
SE0007059,CO000104,C6,77,CHAIR,26,MIDDLE,False,False
SE0007060,CO000104,C6,78,CHAIR,26,AISLE,False,True
SE0007061,CO000105,E1,1,EXECUTIVE,1,WINDOW,True,False
SE0007062,CO000105,E1,2,EXECUTIVE,1,AISLE,False,True
SE0007063,CO000105,E1,3,EXECUTIVE,1,WINDOW,True,False
SE0007064,CO000105,E1,4,EXECUTIVE,1,AISLE,False,True
SE0007065,CO000105,E1,5,EXECUTIVE,2,WINDOW,True,False
SE0007066,CO000105,E1,6,EXECUTIVE,2,AISLE,False,True
SE0007067,CO000105,E1,7,EXECUTIVE,2,WINDOW,True,False
SE0007068,CO000105,E1,8,EXECUTIVE,2,AISLE,False,True
SE0007069,CO000105,E1,9,EXECUTIVE,3,WINDOW,True,False
SE0007070,CO000105,E1,10,EXECUTIVE,3,AISLE,False,True
SE0007071,CO000105,E1,11,EXECUTIVE,3,WINDOW,True,False
SE0007072,CO000105,E1,12,EXECUTIVE,3,AISLE,False,True
SE0007073,CO000105,E1,13,EXECUTIVE,4,WINDOW,True,False
SE0007074,CO000105,E1,14,EXECUTIVE,4,AISLE,False,True
SE0007075,CO000105,E1,15,EXECUTIVE,4,WINDOW,True,False
SE0007076,CO000105,E1,16,EXECUTIVE,4,AISLE,False,True
SE0007077,CO000105,E1,17,EXECUTIVE,5,WINDOW,True,False
SE0007078,CO000105,E1,18,EXECUTIVE,5,AISLE,False,True
SE0007079,CO000105,E1,19,EXECUTIVE,5,WINDOW,True,False
SE0007080,CO000105,E1,20,EXECUTIVE,5,AISLE,False,True
SE0007081,CO000105,E1,21,EXECUTIVE,6,WINDOW,True,False
SE0007082,CO000105,E1,22,EXECUTIVE,6,AISLE,False,True
SE0007083,CO000105,E1,23,EXECUTIVE,6,WINDOW,True,False
SE0007084,CO000105,E1,24,EXECUTIVE,6,AISLE,False,True
SE0007085,CO000105,E1,25,EXECUTIVE,7,WINDOW,True,False
SE0007086,CO000105,E1,26,EXECUTIVE,7,AISLE,False,True
SE0007087,CO000105,E1,27,EXECUTIVE,7,WINDOW,True,False
SE0007088,CO000105,E1,28,EXECUTIVE,7,AISLE,False,True
SE0007089,CO000105,E1,29,EXECUTIVE,8,WINDOW,True,False
SE0007090,CO000105,E1,30,EXECUTIVE,8,AISLE,False,True
SE0007091,CO000105,E1,31,EXECUTIVE,8,WINDOW,True,False
SE0007092,CO000105,E1,32,EXECUTIVE,8,AISLE,False,True
SE0007093,CO000105,E1,33,EXECUTIVE,9,WINDOW,True,False
SE0007094,CO000105,E1,34,EXECUTIVE,9,AISLE,False,True
SE0007095,CO000105,E1,35,EXECUTIVE,9,WINDOW,True,False
SE0007096,CO000105,E1,36,EXECUTIVE,9,AISLE,False,True
